Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,Encountered,ID,Formal
中医,zhōngyī,Chinese Medicine,她更相信中医而不是西医。,Band2,Unknown,5,0,2671,
装,zhuāng,"1.  To put in, to load, to pack 
2.  To install, to fit, to assemble 
3, . To pretend, to feign, to act ",他一边装作没看见地把礼物装进箱子里，一边想着等下要怎么装好这个新买的架子,Band2,Unknown,5,0,2672,
准确,zhǔnquè,adjective: accurate / precise,这个数据非常__，没有任何误差。,Band2,Unknown,5,0,2673,
按,àn,press; push; check; restrain,请按这个按钮。,Band3,Unknown,5,0,2674,
安装,ānzhuāng,to install,我们需要安装一个新的空调。,Band3,Unknown,5,0,2675,
板,bǎn,board / plank,地上铺着木板,Band3,Unknown,5,0,2676,
办理,bànlǐ,to handle / to process,我去银行办理开户手续。,Band3,Unknown,5,0,2677,
保险,bǎoxiǎn,insurance,出国旅行要买医疗保险。,Band3,Unknown,5,0,2678,
把握,bǎwò,to grasp / to seize / certainty,这次机会很难得，你要把握住。,Band3,Unknown,5,0,2679,
变为,biànwéi,to turn into / become,雨水变为了雪,Band3,Unknown,5,0,2680,
比例,bǐlì,proportion / ratio,男女比例是一比一。,Band3,Unknown,5,0,2681,
并（副、连）,bìng,actually / not at all (used with negative),我并不喜欢他的新歌,Unknown,Unknown,5,0,2682,
必然,bìrán,inevitable / bound to,成功是努力的必然结果,Band3,Unknown,5,0,2683,
播出,bōchū,"to broadcast (a show, etc.)",这部电视剧每晚八点播出。,Band3,Unknown,5,0,2684,
布,bù,"noun: cloth / fabric
verb: to announce / to spread (literary)",这块布上写着政府刚布的通知。,Band3,Unknown,5,0,2685,
补,bǔ,"verb: to mend / to patch
verb: to make up (for something lost or lacking)",他补好了破鞋，还补了一天没完成的工作。,Band3,Unknown,5,0,2686,
不光,bùguāng,not only (slightly more colloquial),她不光会说汉语，还会写汉字。,Band3,Unknown,5,0,2687,
部长,bùzhǎng,noun: minister / department head,教育部长今天发表了讲话。,Band3,Unknown,5,0,2688,
厂,chǎng,"noun: is a more general term for factory and is often used as a component in other words to describe various types of establishments or fields. When used alone, it can also mean a factory but might be less specific.",这家厂专门生产电子产品。,Band3,Unknown,5,0,2689,
朝,cháo,"preposition: toward / facing
noun: dynasty",她朝唐朝的方向走去，仿佛走进了历史。,Band3,Unknown,5,0,2690,
成果,chéngguǒ,achievement / result (of effort or work),他们的研究取得了重要成果。,Band3,Unknown,5,0,2691,
成熟,chéngshú,"adjective: mature (personality, fruit, etc.)
verb: to mature / ripen",这些葡萄已经成熟了，而他也在困难中慢慢成熟起来。,Band3,Unknown,5,0,2692,
衬衣,chènyī,undershirt / shirt (interchangeable with 衬衫 in many regions),他穿着整洁的衬衣来面试。,Band3,Unknown,5,0,2693,
传,chuán,"verb: to pass on (news, object)
verb: to transmit (information, knowledge, disease)",他把爷爷的故事传给了我，也传了一种特别的家族文化。,Band3,Unknown,5,0,2694,
传播,chuánbō,"to spread / to disseminate (information, culture, virus)",社交媒体能快速传播消息，也容易传播谣言。,Band3,Unknown,5,0,2695,
创新,chuàngxīn,"verb: to innovate
noun: innovation",这家公司的创新令人惊讶，他们每年都有新的创新。,Band3,Unknown,5,0,2696,
创业,chuàngyè,verb: to start a business,他决定辞职去创业，实现自己的梦想。,Band3,Unknown,5,0,2697,
初步,chūbù,adjective: preliminary / initial,这是我们的初步计划，之后会再修改。,Band3,Unknown,5,0,2698,
初中,chūzhōng,noun: junior high school,我在初中时参加了合唱团。,Band3,Unknown,5,0,2699,
代表团,dàibiǎotuán,noun: delegation,中国代表团将参加国际会议。,Band3,Unknown,5,0,2700,
带动,dàidòng,verb: to lead / to bring along / to drive (development),这项新政策带动了整个行业的发展。,Band3,Unknown,5,0,2701,
单元,dānyuán,"noun: unit (of study, apartment, etc.)",我们今天开始学习新的一课单元。,Band3,Unknown,5,0,2702,
大使馆,dàshǐguǎn,noun: embassy,你需要去中国大使馆办理签证。,Band3,Unknown,5,0,2703,
打听,dǎting,"verb: to inquire / to ask about (news, situation, people)",他偷偷打听我的行程安排。,Band3,Unknown,5,0,2704,
得分,défēn,"verb: to score
noun: score / points",他得分很高，这次比赛的得分也是全场最高。,Band3,Unknown,5,0,2705,
调,diào/tiáo,"verb (diào): to transfer / to shift
verb (tiáo): to adjust / to blend (e.g. flavor)",他被调到新部门，还自己调了调咖啡的味道,Band3,Unknown,5,0,2706,
订,dìng,verb: to book / to order / to subscribe,我已经订了机票，也订了一份中文杂志。,Band3,Unknown,5,0,2707,
断,duàn,"verb: to break / to cut off / to stop
verb (figurative): to be broken (emotionally or logically)",电线断了，我们之间的联系也断了。,Band3,Unknown,5,0,2708,
短处,duǎnchù,noun: shortcoming / weakness,每个人都有优点和短处。,Band3,Unknown,5,0,2709,
短期,duǎnqī,noun: short term,我们计划进行一个短期培训课程。,Band3,Unknown,5,0,2710,
顿,dùn,"measure word: for meals, scoldings, beatings, pauses
noun: pause / moment",他被批评了一顿，然后安静了一顿时间没说话。,Band3,Unknown,5,0,2711,
发出,fāchū,verb: to send out / to emit / to issue,警报突然发出响声。,Band3,Unknown,5,0,2712,
发动,fādòng,"verb: to start (engine, war, movement)",他发动了汽车，也发动了抗议活动。,Band3,Unknown,5,0,2713,
防,fáng,verb: to prevent / to guard against,请注意防火和防盗。,Band3,Unknown,5,0,2714,
房东,fángdōng,noun: landlord / landlady,房东每个月都来收房租。,Band3,Unknown,5,0,2715,
房租,fángzū,noun: rent (for housing),这个城市的房租一年比一年贵。,Band3,Unknown,5,0,2716,
范围,fànwéi,noun: scope / range / extent,这些问题都在考试范围之内。,Band3,Unknown,5,0,2717,
费,fèi,noun: fee / expense,这项服务要收一定的费用，费用不算太高。,Band3,Unknown,5,0,2718,
风险,fēngxiǎn,noun: risk / danger,投资总是有风险的。,Band3,Unknown,5,0,2719,
否定,fǒudìng,"verb: to deny / to negate
adjective: negative (response or judgment)",他否定了这个建议，他的否定态度让大家很意外。,Band3,Unknown,5,0,2720,
否认,fǒurèn,verb: to deny / to repudiate (usually a fact or accusation),他否认自己与案件有关,Band3,Unknown,5,0,2721,
福,fú,noun: blessing / good fortune,春节的时候，人们常贴“福”字。,Band3,Unknown,5,0,2722,
付,fù,verb: to pay,请先付一半的费用。,Band3,Unknown,5,0,2723,
富,fù,"adjective: rich / wealthy
verb: to become rich (literary or formal use)",他虽然不富，但他觉得心灵很富,Band3,Unknown,5,0,2724,
复印,fùyìn,verb: to photocopy,请帮我复印这份合同。,Band3,Unknown,5,0,2725,
概念,gàiniàn,noun: concept / idea,“自由”这个概念对每个人的意义都不同。,Band3,Unknown,5,0,2726,
高速公路,gāosùgōnglù,noun: expressway / highway,我们开车上了高速公路，很快就到了目的地。,Band3,Unknown,5,0,2727,
各,gè,pronoun/determiner: each / every,会议上，各部门汇报了工作情况。,Band3,Unknown,5,0,2728,
歌迷,gēmí,noun: fan of a singer,这位歌手的歌迷遍布全国。,Band3,Unknown,5,0,2729,
个性,gèxìng,noun: personality / individuality,他的个性开朗，容易交朋友。,Band3,Unknown,5,0,2730,
工程师,gōngchéngshī,noun: engineer,他是一名软件工程师，专门开发系统。,Band3,Unknown,5,0,2731,
工夫,gōngfu,noun: time / effort / skill,只要你肯下工夫，就一定会进步。,Band3,Unknown,5,0,2732,
公务员,gōngwùyuán,noun: civil servant / government employee,他是一名国家公务员，在税务局工作。,Band3,Unknown,5,0,2733,
工业,gōngyè,noun: industry / industrial sector,这个城市以重工业为主。,Band3,Unknown,5,0,2734,
工资,gōngzī,noun: salary / wage,他每月的工资刚好够生活。,Band3,Unknown,5,0,2735,
古,gǔ,adjective: ancient / old,这是一座保存完好的古建筑。,Band3,Unknown,5,0,2736,
挂,guà,verb: to hang / to suspend / to hang up (e.g. phone),她刚挂了电话，然后把画挂在了墙上。,Band3,Unknown,5,0,2737,
观念,guānniàn,noun: concept / idea / mindset,他的教育观念和父母不太一样。,Band3,Unknown,5,0,2738,
规范,guīfàn,"noun: standard / norm
adjective: standard / well-regulated
verb: to standardize",老师要求我们用规范格式写论文，以便进一步规范写作习惯。,Band3,Unknown,5,0,2739,
海关,hǎiguān,noun: customs (border inspection),在机场排队通过海关需要一些时间。,Band3,Unknown,5,0,2740,
合法,héfǎ,adjective: legal / lawful,我们必须在合法范围内行事。,Band3,Unknown,5,0,2741,
合格,hégé,adjective: qualified / up to standard,他通过了考试，是一名合格的工程师。,Band3,Unknown,5,0,2742,
划船,huáchuán,verb: to row a boat,周末我们去湖边划船放松一下。,Band3,Unknown,5,0,2743,
话剧,huàjù,noun: stage play / drama,他正在排练一部经典的话剧。,Band3,Unknown,5,0,2744,
环,huán,"noun: ring / loop / link
measure word: for rounds/laps",她戴着一个银环，刚跑完三环。,Band3,Unknown,5,0,2745,
活,huó,"verb: to live
adjective: alive
noun: work / task (colloquial)",他活得很自在，每天做自己喜欢的活。,Band3,Unknown,5,0,2746,
架,jià,"noun: shelf / frame
measure word: for machines, planes",我在架子上放了一架旧相机。,Band3,Unknown,5,0,2747,
价格,jiàgé,"noun: price (standard, listed)",这家店的价格比其他地方贵一些。,Band3,Unknown,5,0,2748,
加工,jiāgōng,verb: to process / to refine,这些材料必须先加工才能使用。,Band3,Unknown,5,0,2749,
建,jiàn,verb: to build / to construct,他们正在建一座图书馆。,Band3,Unknown,5,0,2750,
建成,jiànchéng,verb: to complete construction,新医院已经建成并投入使用。,Band3,Unknown,5,0,2751,
将近,jiāngjìn,adverb: nearly / close to (used before numbers),这次考试将近九十人参加。,Band3,Unknown,5,0,2752,
坚决,jiānjué,adjective: firm / determined (in attitude or decision),她坚决拒绝了邀请，态度非常坚决。,Band3,Unknown,5,0,2753,
教材,jiàocái,noun: teaching material / textbook,新学期的教材已经发下来了，请大家认真阅读。,Band3,Unknown,5,0,2754,
交费,jiāofèi,verb: to pay a fee,请在窗口交费后领取发票。,Band3,Unknown,5,0,2755,
交易,jiāoyì,"verb: to trade / to make a deal
noun: trade / transaction",两家公司完成了一项大规模交易,Band3,Unknown,5,0,2756,
家属,jiāshǔ,"noun: family members (esp. of staff, soldiers, patients)",病人的家属正在外面等消息。,Band3,Unknown,5,0,2757,
基本上,jīběnshàng,adverb: basically / generally speaking,这项工作基本上完成了。,Band3,Unknown,5,0,2758,
解开,jiěkāi,"Verb: to untie / to unfasten / to solve (figurative, e.g., a riddle or knot)",他终于解开了这个谜语，也解开了心结。,Band3,Unknown,5,0,2759,
纪录,jìlù,"noun: (official) record / documentation (esp. for sports, history)
verb: to document",他打破了世界纪录，这个成绩已经被纪录在官网上。,Band3,Unknown,5,0,2760,
仅,jǐn,Adverb: only / just (More formal than 只),这部电影仅在中国上映。,Band3,Unknown,5,0,2761,
紧,jǐn,Adjective: tight / urgent,鞋子太紧了，穿久了很不舒服。,Band3,Unknown,5,0,2762,
静,jìng,"Adjective: quiet / still
Verb (literary): to calm / to become still",教室里非常静，大家都在专心考试。,Band3,Unknown,5,0,2763,
经济,jīngjì,"Noun: economy / economics
Adjective (contextual): economical",中国经济近年来迅速发展。,Band3,Unknown,5,0,2764,
经济,jīngjì,"noun: economy
adjective: economical / affordable",她学的是经济专业，买东西也很经济，从不乱花钱。,Band3,Unknown,5,0,2765,
京剧,jīngjù,Noun: Peking opera,他对京剧非常感兴趣，常常去剧院看表演。,Band3,Unknown,5,0,2766,
经营,jīngyíng,"Verb: to manage / to operate (a business, activity, or plan)",他们夫妻俩一起经营着一家小餐馆。,Band3,Unknown,5,0,2767,
仅仅,jǐnjǐn,Adverb: only / merely (stronger tone than “仅”),他仅仅迟到了一分钟，却错过了全部内容。,Band3,Unknown,5,0,2768,
近期,jìnqī,Noun/Adverb: in the near future / recently,近期公司将推出新产品。,Band3,Unknown,5,0,2769,
进展,jìnzhǎn,"Noun: progress / development (of an ongoing process)

Verb: to progress (formal)",项目进展顺利，已经完成了一半。,Band3,Unknown,5,0,2770,
就业,jiùyè,"Verb: to get a job / to be employed
Noun: employment",大学生的就业问题一直是社会关注的热点。,Band3,Unknown,5,0,2771,
决赛,juésài,noun: final match / championship,他进入了羽毛球决赛，争夺冠军。,Band3,Unknown,5,0,2772,
开业,kāiyè,verb: to open for business (usually for stores or services),这家咖啡馆刚刚开业，第一天就吸引了很多顾客。,Band3,Unknown,5,0,2773,
考验,kǎoyàn,"verb: to test / to challenge
noun: test / trial",这次突发事件是对我们团队合作能力的一次考验。,Band3,Unknown,5,0,2774,
客观,kèguān,adjective: objective / unbiased,我们必须以客观的态度分析问题。,Band3,Unknown,5,0,2775,
可靠,kěkào,adjective: reliable / dependable,他是一个非常可靠的朋友。,Band3,Unknown,5,0,2776,
空调,kōngtiáo,noun: air conditioner,这间教室的空调坏了，里面特别热。,Band3,Unknown,5,0,2777,
困,kùn,"adjective: sleepy / drowsy
verb: to trap / to be stranded (literary or formal use)",我因为暴雨被困在家里一整天，现在又困得睁不开眼。,Band3,Unknown,5,0,2778,
老百姓,lǎobǎixìng,noun: ordinary people / common folk,政策要真正考虑到老百姓的需求。,Band3,Unknown,5,0,2779,
凉水,liángshuǐ,noun: cold water / cool water,夏天喝点儿凉水特别舒服。,Band3,Unknown,5,0,2780,
联合国,liánhéguó,noun: United Nations,联合国致力于促进全球和平与发展。,Band3,Unknown,5,0,2781,
连续剧,liánxùjù,noun: TV series / drama,这部连续剧剧情紧凑，非常吸引人。,Band3,Unknown,5,0,2782,
理发,lǐfà,"verb: to get a haircut / to cut hair (more formal way to say haircut or in general get the whole hair done professionally)
noun: haircut",我昨天去理发了，这次的理发效果还不错。,Band3,Unknown,5,0,2783,
离婚,líhūn,"verb: to divorce
noun: divorce",他们和平离婚了，这次离婚对孩子影响不大。,Band3,Unknown,5,0,2784,
领,lǐng,verb: to receive / to lead / to fetch,他带大家去领奖，然后亲自领回奖品。,Band3,Unknown,5,0,2785,
领导,lǐngdǎo,"noun: leader / leadership
verb: to lead / to guide",这位领导领导能力很强，深受大家尊敬。,Band3,Unknown,5,0,2786,
另一方面,lìngyìfāngmiàn,noun phrase: on the other hand,一方面要省钱，另一方面也不能太委屈自己。,Band3,Unknown,5,0,2787,
留学,liúxué,verb: to study abroad,他打算明年去法国留学。,Band3,Unknown,5,0,2788,
录,lù,verb: to record / to enroll / to admit,这场讲座已经录下来，同时他也被大学正式录取了。,Band3,Unknown,5,0,2789,
旅馆,lǚguǎn,noun: hotel / inn,这家旅馆虽然小，但环境很干净。,Band3,Unknown,5,0,2790,
美元,měiyuán,noun: U.S. dollar,这件商品价格是100美元。,Band3,Unknown,5,0,2791,
迷,mí,"noun: fan / enthusiast
verb: to be fascinated / confused / lost (figurative or literal)",他是音乐迷，听得太入迷，结果迷路了。,Band3,Unknown,5,0,2792,
面积,miànjī,noun: area / surface area,这套房子的面积是120平方米。,Band3,Unknown,5,0,2793,
明确,míngquè,"verb: to make clear / to clarify
adjective: clear / definite",他明确表达了自己的意见，态度也非常明确,Band3,Unknown,5,0,2794,
明确,míngquè,"adjective: clear / explicit
verb: to clarify",会议明确了目标，也进一步明确了分工。,Band3,Unknown,5,0,2795,
命运,mìngyùn,noun: fate / destiny,他相信命运掌握在自己手中。,Band3,Unknown,5,0,2796,
某,mǒu,pronoun: some / a certain (person or thing),某人昨天偷偷进入了办公室,Band3,Unknown,5,0,2797,
难度,nándù,noun: degree of difficulty,这次考试的难度比上次高很多。,Band3,Unknown,5,0,2798,
农村,nóngcūn,noun: countryside / rural area,他们从农村搬到了城市,Band3,Unknown,5,0,2799,
农民,nóngmín,noun: farmer / peasant,农民们正在田里忙着种地。,Band3,Unknown,5,0,2800,
农业,nóngyè,noun: agriculture,这个地区以发展农业为主。,Band3,Unknown,5,0,2801,
派,pài,"verb: to assign / to send
noun: faction / school of thought",公司派我去参加会议，我代表的是市场派的观点,Band3,Unknown,5,0,2802,
排名,páimíng,"noun: ranking
verb: to rank (usually followed by 第...)",他在考试中排名第一，这个排名让他很开心,Band3,Unknown,5,0,2803,
判断,pànduàn,"verb: to judge / to determine
noun: judgment / decision",他判断问题很准确，这个判断帮助我们避免了损失。,Band3,Unknown,5,0,2804,
皮,pí,noun: skin / leather / peel,这个水果的皮很厚，不容易剥。,Band3,Unknown,5,0,2805,
啤酒,píjiǔ,noun: beer,夏天最适合和朋友一起喝冰镇啤酒。,Band3,Unknown,5,0,2806,
评价,píngjià,"verb: to evaluate / to assess
noun: evaluation / review",客户对服务的评价很好，我们也会认真评价员工表现。,Band3,Unknown,5,0,2807,
普遍,pǔbiàn,adjective: common / widespread,这种观点在社会上非常普遍。,Band3,Unknown,5,0,2808,
普及,pǔjí,"verb: to popularize / to spread
adjective: widespread (formal, esp. for education, tech)",智能手机已经在农村普及，互联网知识也越来越普及,Band3,Unknown,5,0,2809,
强,qiáng,"adjective: strong / powerful
verb (colloquial): to force (as in 强迫)",他的身体很强，性格也很强，不喜欢被强制安排,Band3,Unknown,5,0,2810,
强大,qiángdà,adjective: powerful / mighty,这个国家的科技力量非常强大。,Band3,Unknown,5,0,2811,
巧,qiǎo,adjective: coincidental / skillful,你也来这里啊，真巧！这位师傅手也真巧。,Band3,Unknown,5,0,2812,
其次,qícì,adverb: secondly / next,首先要解决资金问题，其次是技术问题。,Band3,Unknown,5,0,2813,
区,qū,noun: area / district / zone,这个区的交通特别方便。,Band3,Unknown,5,0,2814,
全球,quánqiú,noun/adjective: global / worldwide,这家公司正在推动全球市场扩展。,Band3,Unknown,5,0,2815,
缺,quē,verb: to lack / to be short of,目前我们最缺的是经验而不是人手。,Band3,Unknown,5,0,2816,
群,qún,"noun: group / crowd / herd
measure word: for groups of people, animals",一群羊正在山坡上吃草，那群游客正拍照,Band3,Unknown,5,0,2817,
取消,qǔxiāo,verb: to cancel / to call off,由于天气原因，活动被取消了。,Band3,Unknown,5,0,2818,
认出,rènchū,verb: to recognize (someone/something from memory or visual cues),他一下就认出了小时候的朋友。,Band3,Unknown,5,0,2819,
认可,rènkě,"verb: to approve / to accept
noun: approval / recognition",他终于得到了领导的认可，这份认可对他意义重大。,Band3,Unknown,5,0,2820,
上升,shàngshēng,verb: to rise / to go up (physically or abstractly),气温正在逐渐上升。,Band3,Unknown,5,0,2821,
商业,shāngyè,noun: commerce / business / trade,这片区域是城市的商业中心。,Band3,Unknown,5,0,2822,
身份证,shēnfènzhèng,noun: ID card / identification,办理手续时请出示身份证。,Band3,Unknown,5,0,2823,
生产,shēngchǎn,"verb: to produce / to manufacture
noun: production",工厂正在大量生产口罩，每天的生产效率很高。,Band3,Unknown,5,0,2824,
声明,shēngmíng,"verb: to state / to declare
noun: statement / declaration",公司声明不会裁员，这份声明让员工安心了许多。,Band3,Unknown,5,0,2825,
深入,shēnrù,"verb: to go deep into / to penetrate
adjective: in-depth",这篇报告对问题的分析非常深入，他也深入现场了解情况。,Band3,Unknown,5,0,2826,
事故,shìgù,"noun: accident (usually negative: car, industrial, etc.)",昨天高速上发生了一起严重的交通事故。,Band3,Unknown,5,0,2827,
实力,shílì,noun: strength / capability (esp. of a group or country),这支球队的实力非常强，几乎无人能敌。,Band3,Unknown,5,0,2828,
试题,shìtí,noun: exam question / test item,这套试题难度不小，需要认真准备,Band3,Unknown,5,0,2829,
实行,shíxíng,verb: to implement / to carry out,政府开始实行新的税收政策。,Band3,Unknown,5,0,2830,
试验,shìyàn,"verb: to test / to try out
noun: trial / experiment

used during Trial, test in practice for Real-world application, field on Practical, engineering, product",新机器正在试验中，这次试验将决定是否投产。,Band3,Unknown,5,0,2831,
实验室,shíyànshì,noun: laboratory,他们在实验室里工作到很晚。,Band3,Unknown,5,0,2832,
事业,shìyè,noun: career / enterprise / cause (more noble or idealistic than gong zuo),他把教育当作一生的事业来奋斗,Band3,Unknown,5,0,2833,
石油,shíyóu,noun: petroleum / oil,这个国家依靠出口石油维持经济发展。,Band3,Unknown,5,0,2834,
收看,shōukàn,verb: to watch (TV broadcast),很多人都在收看世界杯决赛。,Band3,Unknown,5,0,2835,
收听,shōutīng,verb: to listen to (a broadcast or program),我每天早上都会收听新闻广播。,Band3,Unknown,5,0,2836,
手续,shǒuxù,noun: procedures / formalities,办理签证需要很多手续。,Band3,Unknown,5,0,2837,
收音机,shōuyīnjī,noun: radio (device),他喜欢用老式收音机听音乐。,Band3,Unknown,5,0,2838,
双方,shuāngfāng,noun: both sides / two parties,合同已经由双方代表签署。,Band3,Unknown,5,0,2839,
熟人,shúrén,noun: acquaintance / familiar person,他在那家公司有几个熟人。,Band3,Unknown,5,0,2840,
思想,sīxiǎng,noun: thought / ideology / way of thinking,他的思想比较开放，容易接受新观点。,Band3,Unknown,5,0,2841,
随,suí,"verb: to follow
preposition/adverb: along with / as",他随老师进了教室，成绩也随之提高了。,Band3,Unknown,5,0,2842,
所长,suǒzhǎng,noun: director of an institute or office,他是我们研究所的所长，管理着整个团队。,Band3,Unknown,5,0,2843,
台,tái,"measure word: for machines, performances
noun: platform / stage / desk",一台电视放在台上，正在播放节目。,Band3,Unknown,5,0,2844,
谈判,tánpàn,"verb: to negotiate
noun: negotiation",双方代表正在谈判，这场谈判将决定合作的成败。,Band3,Unknown,5,0,2845,
调,tiáo,"verb: to adjust / to transfer
noun: tone / key (music)",他被调去另一个部门，也调了音调来适应新环境。,Band3,Unknown,5,0,2846,
跳高,tiàogāo,noun/verb: high jump / to do the high jump,他是学校跳高比赛的冠军。,Band3,Unknown,5,0,2847,
铁,tiě,"noun: iron
adjective (figurative): strong / determined",他有铁一般的意志，也是一名铁人三项选手。,Band3,Unknown,5,0,2848,
铁路,tiělù,noun: railway,这条铁路连接了两个大城市。,Band3,Unknown,5,0,2849,
通信,tōngxìn,"verb: to correspond by letter or communication
noun: communication / correspondence",我们保持着通信联系，这种通信让我觉得很温暖。,Band3,Unknown,5,0,2850,
团,tuán,"noun: group / organization
measure word: for round things (e.g. a ball, a lump)",我们剧团带来了一团新布景，这个团也表演得很棒。,Band3,Unknown,5,0,2851,
退出,tuìchū,verb: to withdraw / to quit / to exit,他因个人原因退出了比赛。,Band3,Unknown,5,0,2852,
推动,tuīdòng,"verb: to promote / to drive (development, reform, etc.)",科技发展推动了整个社会的进步。,Band3,Unknown,5,0,2853,
推广,tuīguǎng,"verb: to popularize / to promote (a product, method, etc.)",公司正在大力推广新产品。,Band3,Unknown,5,0,2854,
推进,tuījìn,"verb: to advance / to push forward (projects, policies)",改革政策正在有序推进。,Band3,Unknown,5,0,2855,
推开,tuīkāi,verb: to push open / to push away,他轻轻推开门走了进去。,Band3,Unknown,5,0,2856,
外交,wàijiāo,noun: diplomacy / foreign affairs,他在外交部工作，负责中美之间的外交事务。,Band3,Unknown,5,0,2857,
外文,wàiwén,noun: foreign language (written),这本书是用外文写的，需要翻译。,Band3,Unknown,5,0,2858,
完善,wánshàn,"verb: to improve / to refine
adjective: perfect / well-developed",我们需要完善系统，让功能更加完善。,Band3,Unknown,5,0,2859,
围,wéi,verb: to surround / to enclose,他们围着火堆聊天。,Band3,Unknown,5,0,2860,
危害,wēihài,"verb: to endanger / to harm
noun: harm / danger",空气污染严重危害健康，这种危害不能忽视。,Band3,Unknown,5,0,2861,
线,xiàn,noun: line / thread / wire,请沿着这条线剪纸。,Band3,Unknown,5,0,2862,
现代,xiàndài,"noun: modern times / the present era
adjective: modern",这座城市融合了传统与现代，拥有许多现代化的设施。,Band3,Unknown,5,0,2863,
相似,xiāngsì,adjective: similar,这两个产品外观相似，但性能差别很大。,Band3,Unknown,5,0,2864,
现金,xiànjīn,noun: cash,请问可以用现金付款吗？,Band3,Unknown,5,0,2865,
先进,xiānjìn,"adjective: advanced (technology, thinking, methods)",这家公司采用了先进的生产技术。,Band3,Unknown,5,0,2866,
显然,xiǎnrán,adverb: obviously / clearly,他显然没有准备好这次演讲。,Band3,Unknown,5,0,2867,
显示,xiǎnshì,verb: to display / to show,数据清楚地显示出客户满意度的提升。,Band3,Unknown,5,0,2868,
效果,xiàoguǒ,noun: effect / result / effectiveness,这种药的效果很好，病人恢复得很快。,Band3,Unknown,5,0,2869,
修,xiū,verb: to repair / to fix / to trim,他在修车，也顺便修了家里的水管。,Band3,Unknown,5,0,2870,
需求,xūqiú,noun: demand / need,市场对新能源车的需求越来越高。,Band3,Unknown,5,0,2871,
演唱会,yǎnchànghuì,noun: concert,周末我们一起去看演唱会吧！,Band3,Unknown,5,0,2872,
一方面,yìfāngmiàn,conjunction: on one hand / on the one side,他一方面想休息，另一方面又不愿意错过机会。,Band3,Unknown,5,0,2873,
衣架,yījià,noun: clothes hanger,请把外套挂在衣架上。,Band3,Unknown,5,0,2874,
银,yín,"noun: silver (metal)
adjective: silver-colored",她戴着银项链，还赢得了比赛的银奖。,Band3,Unknown,5,0,2875,
影视,yǐngshì,noun: film and television,他在影视行业工作多年。,Band3,Unknown,5,0,2876,
应用,yìngyòng,"verb: to apply / to use
noun: application (as in tech/app usage)",这种技术已被广泛应用，而且相关应用也不断更新。,Band3,Unknown,5,0,2877,
银牌,yínpái,noun: silver medal,他在奥运会上获得了银牌。,Band3,Unknown,5,0,2878,
优势,yōushì,"noun: advantage (comparative, strategic)",我们在技术上有明显的优势。,Band3,Unknown,5,0,2879,
约,yuē,verb: to make an appointment,我周末想约朋友出去玩,Band3,Unknown,5,0,2880,
预计,yùjì,verb: to estimate / to predict,这项工程预计明年完成。,Band3,Unknown,5,0,2881,
运输,yùnshū,"verb: to transport
noun: transportation",物资运输已经开始，整个运输过程安排得很合理。,Band3,Unknown,5,0,2882,
预习,yùxí,verb: to preview (lessons before class),老师要求我们先预习下一课的内容。,Band3,Unknown,5,0,2883,
造,zào,verb: to make / to build,这家工厂主要造汽车。,Band3,Unknown,5,0,2884,
证件,zhèngjiàn,noun: ID / official document,请出示您的身份证或其他有效证件。,Band3,Unknown,5,0,2885,
证据,zhèngjù,noun: evidence / proof,警方已经掌握了充分的证据。,Band3,Unknown,5,0,2886,
整整,zhěngzhěng,adverb: full / whole (emphasizing duration or quantity),我等了他整整两个小时。,Band3,Unknown,5,0,2887,
直播,zhíbō,"noun: live broadcast
verb: to livestream",他们正在直播比赛，整个直播吸引了很多观众。,Band3,Unknown,5,0,2888,
支付,zhīfù,verb: to pay (money),请在下单后尽快支付订单金额。,Band3,Unknown,5,0,2889,
职工,zhígōng,noun: staff / employees (usually working-class),公司为每位职工提供了免费的午餐。,Band3,Unknown,5,0,2890,
至今,zhìjīn,adverb: until now / to this day,这项传统至今仍然保留着,Band3,Unknown,5,0,2891,
职业,zhíyè,noun: profession / occupation,他的职业是医生。,Band3,Unknown,5,0,2892,
志愿者,zhìyuànzhě,noun: volunteer,许多志愿者参与了救援行动。,Band3,Unknown,5,0,2893,
中部,zhōngbù,noun: central region / middle part,中国中部地区多为丘陵和盆地。,Band3,Unknown,5,0,2894,
中华民族,zhōnghuámínzú,proper noun: the Chinese nation / the Chinese ethnic group,中华民族有着五千年的文明历史。,Band3,Unknown,5,0,2895,
状态,zhuàngtài,noun: state / condition / status (often mental or internal),他最近的精神状态不太好。,Band3,Unknown,5,0,2896,
专业,zhuānyè,"noun: major (in university) / profession
adjective: professional",她的专业是心理学，现在是一名专业的心理咨询师。,Band3,Unknown,5,0,2897,
主张,zhǔzhāng,"verb: to advocate / to propose
noun: opinion / advocacy",他主张节能环保的生活方式，这一主张受到支持。,Band3,Unknown,5,0,2898,
资格,zīgé,noun: qualification / eligibility,他具备申请这个职位的资格。,Band3,Unknown,5,0,2899,
资金,zījīn,noun: funds / capital,这个项目由于缺乏资金而被迫暂停。,Band3,Unknown,5,0,2900,
自觉,zìjué,"adjective: conscious / self-aware
verb: to be aware of",学生们很自觉地完成了作业，对学习的重要性也很自觉。,Band3,Unknown,5,0,2901,
子女,zǐnǚ,noun: children (sons and daughters),父母总是为子女的未来操心。,Band3,Unknown,5,0,2902,
