Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color,Encountered,ID
短期,duǎnqī,noun: short term,我们计划进行一个短期培训课程。,We’re planning a short-term training course.,Band3,Unknown,5,0,2694
顿,dùn,"measure word: for meals, scoldings, beatings, pauses
noun: pause / moment",他被批评了一顿，然后安静了一顿时间没说话。,"He got scolded, then paused for a moment without speaking.",Band3,Unknown,5,0,2695
发出,fāchū,verb: to send out / to emit / to issue,警报突然发出响声。,The alarm suddenly emitted a sound.,Band3,Unknown,5,0,2696
发动,fādòng,"verb: to start (engine, war, movement)",他发动了汽车，也发动了抗议活动。,He started the car and also launched the protest.,Band3,Unknown,5,0,2697
防,fáng,verb: to prevent / to guard against,请注意防火和防盗。,Please take precautions against fire and theft.,Band3,Unknown,5,0,2698
房东,fángdōng,noun: landlord / landlady,房东每个月都来收房租。,The landlord comes every month to collect the rent.,Band3,Unknown,5,0,2699
房租,fángzū,noun: rent (for housing),这个城市的房租一年比一年贵。,Rent in this city gets more expensive every year.,Band3,Unknown,5,0,2700
范围,fànwéi,noun: scope / range / extent,这些问题都在考试范围之内。,These questions are all within the scope of the exam.,Band3,Unknown,5,0,2701
费,fèi,noun: fee / expense,这项服务要收一定的费用，费用不算太高。,"This service requires a fee, but it’s not too expensive.",Band3,Unknown,5,0,2702
风险,fēngxiǎn,noun: risk / danger,投资总是有风险的。,There’s always risk in investing.,Band3,Unknown,5,0,2703
否定,fǒudìng,"verb: to deny / to negate
adjective: negative (response or judgment)",他否定了这个建议，他的否定态度让大家很意外。,"He denied the suggestion, and his negative attitude surprised everyone.",Band3,Unknown,5,0,2704
否认,fǒurèn,verb: to deny / to repudiate (usually a fact or accusation),他否认自己与案件有关,He denied having anything to do with the case.,Band3,Unknown,5,0,2705
福,fú,noun: blessing / good fortune,春节的时候，人们常贴“福”字。,"During Spring Festival, people often put up the character ""福"" (blessing).",Band3,Unknown,5,0,2706
付,fù,verb: to pay,请先付一半的费用。,Please pay half the fee first.,Band3,Unknown,5,0,2707
富,fù,"adjective: rich / wealthy
verb: to become rich (literary or formal use)",他虽然不富，但他觉得心灵很富,"He may not be rich, but he feels spiritually wealthy.",Band3,Unknown,5,0,2708
复印,fùyìn,verb: to photocopy,请帮我复印这份合同。,Please photocopy this contract for me.,Band3,Unknown,5,0,2709
概念,gàiniàn,noun: concept / idea,“自由”这个概念对每个人的意义都不同。,The concept of “freedom” means something different to everyone.,Band3,Unknown,5,0,2710
高速公路,gāosùgōnglù,noun: expressway / highway,我们开车上了高速公路，很快就到了目的地。,We got on the expressway and quickly reached our destination.,Band3,Unknown,5,0,2711
各,gè,pronoun/determiner: each / every,会议上，各部门汇报了工作情况。,"At the meeting, each department reported its work progress.",Band3,Unknown,5,0,2712
歌迷,gēmí,noun: fan of a singer,这位歌手的歌迷遍布全国。,This singer has fans all over the country.,Band3,Unknown,5,0,2713
个性,gèxìng,noun: personality / individuality,他的个性开朗，容易交朋友。,His personality is cheerful and he makes friends easily.,Band3,Unknown,5,0,2714
工程师,gōngchéngshī,noun: engineer,他是一名软件工程师，专门开发系统。,He’s a software engineer who specializes in systems development.,Band3,Unknown,5,0,2715
工夫,gōngfu,noun: time / effort / skill,只要你肯下工夫，就一定会进步。,"As long as you’re willing to put in the effort, you’ll definitely improve.",Band3,Unknown,5,0,2716
公务员,gōngwùyuán,noun: civil servant / government employee,他是一名国家公务员，在税务局工作。,He’s a civil servant working in the tax department.,Band3,Unknown,5,0,2717
工业,gōngyè,noun: industry / industrial sector,这个城市以重工业为主。,This city is mainly focused on heavy industry.,Band3,Unknown,5,0,2718
工资,gōngzī,noun: salary / wage,他每月的工资刚好够生活。,His monthly salary is just enough to cover living expenses.,Band3,Unknown,5,0,2719
古,gǔ,adjective: ancient / old,这是一座保存完好的古建筑。,This is a well-preserved ancient building.,Band3,Unknown,5,0,2720
挂,guà,verb: to hang / to suspend / to hang up (e.g. phone),她刚挂了电话，然后把画挂在了墙上。,She just hung up the phone and then hung the painting on the wall.,Band3,Unknown,5,0,2721
观念,guānniàn,noun: concept / idea / mindset,他的教育观念和父母不太一样。,His ideas about education are quite different from his parents'.,Band3,Unknown,5,0,2722
规范,guīfàn,"noun: standard / norm
adjective: standard / well-regulated
verb: to standardize",老师要求我们用规范格式写论文，以便进一步规范写作习惯。,The teacher asked us to use standard formatting to help further standardize writing habits.,Band3,Unknown,5,0,2723
海关,hǎiguān,noun: customs (border inspection),在机场排队通过海关需要一些时间。,It takes time to pass through customs at the airport.,Band3,Unknown,5,0,2724
合法,héfǎ,adjective: legal / lawful,我们必须在合法范围内行事。,We must act within legal boundaries.,Band3,Unknown,5,0,2725
合格,hégé,adjective: qualified / up to standard,他通过了考试，是一名合格的工程师。,He passed the exam and is now a qualified engineer.,Band3,Unknown,5,0,2726
划船,huáchuán,verb: to row a boat,周末我们去湖边划船放松一下。,We went rowing by the lake this weekend to relax.,Band3,Unknown,5,0,2727
话剧,huàjù,noun: stage play / drama,他正在排练一部经典的话剧。,He is rehearsing for a classic stage play.,Band3,Unknown,5,0,2728
环,huán,"noun: ring / loop / link
measure word: for rounds/laps",她戴着一个银环，刚跑完三环。,She wore a silver ring and had just finished running three laps.,Band3,Unknown,5,0,2729
活,huó,"verb: to live
adjective: alive
noun: work / task (colloquial)",他活得很自在，每天做自己喜欢的活。,He lives freely and does the work he enjoys every day.,Band3,Unknown,5,0,2730
架,jià,"noun: shelf / frame
measure word: for machines, planes",我在架子上放了一架旧相机。,I placed an old camera on the shelf.,Band3,Unknown,5,0,2731
价格,jiàgé,"noun: price (standard, listed)",这家店的价格比其他地方贵一些。,The prices at this store are a bit higher than elsewhere.,Band3,Unknown,5,0,2732
加工,jiāgōng,verb: to process / to refine,这些材料必须先加工才能使用。,These materials must be processed before they can be used.,Band3,Unknown,5,0,2733
建,jiàn,verb: to build / to construct,他们正在建一座图书馆。,They are building a library.,Band3,Unknown,5,0,2734
建成,jiànchéng,verb: to complete construction,新医院已经建成并投入使用。,The new hospital has been completed and is now in use.,Band3,Unknown,5,0,2735
将近,jiāngjìn,adverb: nearly / close to (used before numbers),这次考试将近九十人参加。,Nearly 90 people took part in the exam.,Band3,Unknown,5,0,2736
坚决,jiānjué,adjective: firm / determined (in attitude or decision),她坚决拒绝了邀请，态度非常坚决。,She firmly refused the invitation — her attitude was very determined.,Band3,Unknown,5,0,2737
教材,jiàocái,noun: teaching material / textbook,新学期的教材已经发下来了，请大家认真阅读。,The new term’s textbooks have been handed out—please read them carefully.,Band3,Unknown,5,0,2738
交费,jiāofèi,verb: to pay a fee,请在窗口交费后领取发票。,Please pay the fee at the counter and collect your receipt.,Band3,Unknown,5,0,2739
交易,jiāoyì,"verb: to trade / to make a deal
noun: trade / transaction",两家公司完成了一项大规模交易,The two companies completed a large-scale trade.,Band3,Unknown,5,0,2740
家属,jiāshǔ,"noun: family members (esp. of staff, soldiers, patients)",病人的家属正在外面等消息。,The patient’s family members are waiting outside for news.,Band3,Unknown,5,0,2741
基本上,jīběnshàng,adverb: basically / generally speaking,这项工作基本上完成了。,This task is basically completed.,Band3,Unknown,5,0,2742
解开,jiěkāi,"Verb: to untie / to unfasten / to solve (figurative, e.g., a riddle or knot)",他终于解开了这个谜语，也解开了心结。,He finally solved the riddle and also resolved the knot in his heart.,Band3,Unknown,5,0,2743
纪录,jìlù,"noun: (official) record / documentation (esp. for sports, history)
verb: to document",他打破了世界纪录，这个成绩已经被纪录在官网上。,"He broke the world record, and this achievement has been documented on the official website.",Band3,Unknown,5,0,2744
仅,jǐn,Adverb: only / just (More formal than 只),这部电影仅在中国上映。,This movie was released only in China.,Band3,Unknown,5,0,2745
紧,jǐn,Adjective: tight / urgent,鞋子太紧了，穿久了很不舒服。,The shoes are too tight — they’re uncomfortable after a while.,Band3,Unknown,5,0,2746
静,jìng,"Adjective: quiet / still
Verb (literary): to calm / to become still",教室里非常静，大家都在专心考试。,The classroom is very quiet — everyone is focused on the exam.,Band3,Unknown,5,0,2747
经济,jīngjì,"Noun: economy / economics
Adjective (contextual): economical",中国经济近年来迅速发展。,China’s economy has grown rapidly in recent years.,Band3,Unknown,5,0,2748
经济,jīngjì,"noun: economy
adjective: economical / affordable",她学的是经济专业，买东西也很经济，从不乱花钱。,She studies economics and is also very thrifty—never spending money carelessly.,Band3,Unknown,5,0,2749
京剧,jīngjù,Noun: Peking opera,他对京剧非常感兴趣，常常去剧院看表演。,He’s very interested in Peking opera and often goes to see performances.,Band3,Unknown,5,0,2750
经营,jīngyíng,"Verb: to manage / to operate (a business, activity, or plan)",他们夫妻俩一起经营着一家小餐馆。,The couple runs a small restaurant together.,Band3,Unknown,5,0,2751
仅仅,jǐnjǐn,Adverb: only / merely (stronger tone than “仅”),他仅仅迟到了一分钟，却错过了全部内容。,He was only one minute late but missed everything.,Band3,Unknown,5,0,2752
近期,jìnqī,Noun/Adverb: in the near future / recently,近期公司将推出新产品。,The company will release a new product soon.,Band3,Unknown,5,0,2753
进展,jìnzhǎn,"Noun: progress / development (of an ongoing process)

Verb: to progress (formal)",项目进展顺利，已经完成了一半。,The project is progressing smoothly and is halfway done.,Band3,Unknown,5,0,2754
就业,jiùyè,"Verb: to get a job / to be employed
Noun: employment",大学生的就业问题一直是社会关注的热点。,Graduate employment has always been a hot topic in society.,Band3,Unknown,5,0,2755
决赛,juésài,noun: final match / championship,他进入了羽毛球决赛，争夺冠军。,He made it to the badminton finals and will compete for the championship.,Band3,Unknown,5,0,2756
开业,kāiyè,verb: to open for business (usually for stores or services),这家咖啡馆刚刚开业，第一天就吸引了很多顾客。,This café just opened for business and attracted many customers on its first day.,Band3,Unknown,5,0,2757
考验,kǎoyàn,"verb: to test / to challenge
noun: test / trial",这次突发事件是对我们团队合作能力的一次考验。,This unexpected incident was a test of our team’s ability to work together.,Band3,Unknown,5,0,2758
客观,kèguān,adjective: objective / unbiased,我们必须以客观的态度分析问题。,We must analyze the problem with an objective attitude.,Band3,Unknown,5,0,2759
可靠,kěkào,adjective: reliable / dependable,他是一个非常可靠的朋友。,He’s a very reliable friend.,Band3,Unknown,5,0,2760
空调,kōngtiáo,noun: air conditioner,这间教室的空调坏了，里面特别热。,The air conditioner in this classroom is broken — it’s really hot inside.,Band3,Unknown,5,0,2761
困,kùn,"adjective: sleepy / drowsy
verb: to trap / to be stranded (literary or formal use)",我因为暴雨被困在家里一整天，现在又困得睁不开眼。,"I was trapped at home all day because of the storm, and now I’m so sleepy I can barely keep my eyes open.",Band3,Unknown,5,0,2762
老百姓,lǎobǎixìng,noun: ordinary people / common folk,政策要真正考虑到老百姓的需求。,Policies must truly take the needs of ordinary people into account.,Band3,Unknown,5,0,2763
凉水,liángshuǐ,noun: cold water / cool water,夏天喝点儿凉水特别舒服。,Drinking cold water in summer feels especially refreshing.,Band3,Unknown,5,0,2764
联合国,liánhéguó,noun: United Nations,联合国致力于促进全球和平与发展。,The United Nations is committed to promoting global peace and development.,Band3,Unknown,5,0,2765
连续剧,liánxùjù,noun: TV series / drama,这部连续剧剧情紧凑，非常吸引人。,This TV series has a tight plot and is very engaging.,Band3,Unknown,5,0,2766
理发,lǐfà,"verb: to get a haircut / to cut hair (more formal way to say haircut or in general get the whole hair done professionally)
noun: haircut",我昨天去理发了，这次的理发效果还不错。,I got a haircut yesterday — this time it turned out pretty well.,Band3,Unknown,5,0,2767
离婚,líhūn,"verb: to divorce
noun: divorce",他们和平离婚了，这次离婚对孩子影响不大。,"They divorced peacefully, and the divorce didn’t affect the child much.",Band3,Unknown,5,0,2768
领,lǐng,verb: to receive / to lead / to fetch,他带大家去领奖，然后亲自领回奖品。,He led everyone to the award ceremony and personally picked up the prize.,Band3,Unknown,5,0,2769
领导,lǐngdǎo,"noun: leader / leadership
verb: to lead / to guide",这位领导领导能力很强，深受大家尊敬。,This leader has excellent leadership skills and is highly respected.,Band3,Unknown,5,0,2770
另一方面,lìngyìfāngmiàn,noun phrase: on the other hand,一方面要省钱，另一方面也不能太委屈自己。,"On one hand, we should save money; on the other, we shouldn’t make life too hard for ourselves.",Band3,Unknown,5,0,2771
留学,liúxué,verb: to study abroad,他打算明年去法国留学。,He plans to study in France next year.,Band3,Unknown,5,0,2772
录,lù,verb: to record / to enroll / to admit,这场讲座已经录下来，同时他也被大学正式录取了。,"The lecture has been recorded, and he’s also been officially admitted to the university.",Band3,Unknown,5,0,2773
旅馆,lǚguǎn,noun: hotel / inn,这家旅馆虽然小，但环境很干净。,"Although small, this hotel is very clean.",Band3,Unknown,5,0,2774
美元,měiyuán,noun: U.S. dollar,这件商品价格是100美元。,This item costs 100 U.S. dollars.,Band3,Unknown,5,0,2775
迷,mí,"noun: fan / enthusiast
verb: to be fascinated / confused / lost (figurative or literal)",他是音乐迷，听得太入迷，结果迷路了。,He’s a music fan who got so absorbed in listening that he ended up getting lost.,Band3,Unknown,5,0,2776
面积,miànjī,noun: area / surface area,这套房子的面积是120平方米。,This apartment has an area of 120 square meters.,Band3,Unknown,5,0,2777
明确,míngquè,"verb: to make clear / to clarify
adjective: clear / definite",他明确表达了自己的意见，态度也非常明确,"He clearly expressed his opinion, and his attitude was very definite.",Band3,Unknown,5,0,2778
明确,míngquè,"adjective: clear / explicit
verb: to clarify",会议明确了目标，也进一步明确了分工。,The meeting clarified the goals and further clarified task assignments.,Band3,Unknown,5,0,2779
命运,mìngyùn,noun: fate / destiny,他相信命运掌握在自己手中。,He believes that destiny lies in his own hands.,Band3,Unknown,5,0,2780
某,mǒu,pronoun: some / a certain (person or thing),某人昨天偷偷进入了办公室,Someone entered the office secretly yesterday.,Band3,Unknown,5,0,2781
难度,nándù,noun: degree of difficulty,这次考试的难度比上次高很多。,The difficulty level of this exam is much higher than the last one.,Band3,Unknown,5,0,2782
农村,nóngcūn,noun: countryside / rural area,他们从农村搬到了城市,They moved from the countryside to the city.,Band3,Unknown,5,0,2783
农民,nóngmín,noun: farmer / peasant,农民们正在田里忙着种地。,The farmers are busy working in the fields.,Band3,Unknown,5,0,2784
农业,nóngyè,noun: agriculture,这个地区以发展农业为主。,This area mainly focuses on agricultural development.,Band3,Unknown,5,0,2785
派,pài,"verb: to assign / to send
noun: faction / school of thought",公司派我去参加会议，我代表的是市场派的观点,"The company sent me to the meeting, where I represented the marketing faction’s views.",Band3,Unknown,5,0,2786
排名,páimíng,"noun: ranking
verb: to rank (usually followed by 第...)",他在考试中排名第一，这个排名让他很开心,"He ranked first in the exam, and the ranking made him very happy.",Band3,Unknown,5,0,2787
判断,pànduàn,"verb: to judge / to determine
noun: judgment / decision",他判断问题很准确，这个判断帮助我们避免了损失。,"He judged the situation accurately, and that judgment helped us avoid a loss.",Band3,Unknown,5,0,2788
皮,pí,noun: skin / leather / peel,这个水果的皮很厚，不容易剥。,The skin of this fruit is thick and hard to peel.,Band3,Unknown,5,0,2789
啤酒,píjiǔ,noun: beer,夏天最适合和朋友一起喝冰镇啤酒。,Summer is perfect for sharing a cold beer with friends.,Band3,Unknown,5,0,2790
评价,píngjià,"verb: to evaluate / to assess
noun: evaluation / review",客户对服务的评价很好，我们也会认真评价员工表现。,"Customer reviews of the service were great, and we’ll carefully evaluate employee performance too.",Band3,Unknown,5,0,2791
普遍,pǔbiàn,adjective: common / widespread,这种观点在社会上非常普遍。,This opinion is very widespread in society.,Band3,Unknown,5,0,2792
普及,pǔjí,"verb: to popularize / to spread
adjective: widespread (formal, esp. for education, tech)",智能手机已经在农村普及，互联网知识也越来越普及,"Smartphones have become common in rural areas, and internet literacy is also spreading rapidly.",Band3,Unknown,5,0,2793
强,qiáng,"adjective: strong / powerful
verb (colloquial): to force (as in 强迫)",他的身体很强，性格也很强，不喜欢被强制安排,He’s physically strong and mentally tough — he doesn’t like being forced into anything,Band3,Unknown,5,0,2794
强大,qiángdà,adjective: powerful / mighty,这个国家的科技力量非常强大。,This country’s technological strength is very powerful.,Band3,Unknown,5,0,2795
巧,qiǎo,adjective: coincidental / skillful,你也来这里啊，真巧！这位师傅手也真巧。,You’re here too? What a coincidence! And this craftsman is really skillful.,Band3,Unknown,5,0,2796
其次,qícì,adverb: secondly / next,首先要解决资金问题，其次是技术问题。,"First, we must solve the funding issue; next is the technical issue.",Band3,Unknown,5,0,2797
区,qū,noun: area / district / zone,这个区的交通特别方便。,Transportation in this district is especially convenient.,Band3,Unknown,5,0,2798
全球,quánqiú,noun/adjective: global / worldwide,这家公司正在推动全球市场扩展。,This company is expanding into global markets.,Band3,Unknown,5,0,2799
缺,quē,verb: to lack / to be short of,目前我们最缺的是经验而不是人手。,"Right now, what we lack most is experience, not manpower.",Band3,Unknown,5,0,2800
群,qún,"noun: group / crowd / herd
measure word: for groups of people, animals",一群羊正在山坡上吃草，那群游客正拍照,A herd of sheep is grazing on the hill while that group of tourists takes pictures.,Band3,Unknown,5,0,2801
取消,qǔxiāo,verb: to cancel / to call off,由于天气原因，活动被取消了。,The event was cancelled due to weather conditions.,Band3,Unknown,5,0,2802
认出,rènchū,verb: to recognize (someone/something from memory or visual cues),他一下就认出了小时候的朋友。,He instantly recognized his childhood friend.,Band3,Unknown,5,0,2803
认可,rènkě,"verb: to approve / to accept
noun: approval / recognition",他终于得到了领导的认可，这份认可对他意义重大。,"He finally gained the manager’s approval, which meant a lot to him.",Band3,Unknown,5,0,2804
上升,shàngshēng,verb: to rise / to go up (physically or abstractly),气温正在逐渐上升。,The temperature is gradually rising.,Band3,Unknown,5,0,2805
商业,shāngyè,noun: commerce / business / trade,这片区域是城市的商业中心。,This area is the commercial center of the city.,Band3,Unknown,5,0,2806
身份证,shēnfènzhèng,noun: ID card / identification,办理手续时请出示身份证。,Please show your ID card when completing the procedure.,Band3,Unknown,5,0,2807
生产,shēngchǎn,"verb: to produce / to manufacture
noun: production",工厂正在大量生产口罩，每天的生产效率很高。,"The factory is producing masks in large quantities, and its production efficiency is very high.",Band3,Unknown,5,0,2808
声明,shēngmíng,"verb: to state / to declare
noun: statement / declaration",公司声明不会裁员，这份声明让员工安心了许多。,"The company declared there would be no layoffs, and that statement reassured the staff.",Band3,Unknown,5,0,2809
深入,shēnrù,"verb: to go deep into / to penetrate
adjective: in-depth",这篇报告对问题的分析非常深入，他也深入现场了解情况。,"The report provides an in-depth analysis, and he personally went deep into the field to investigate.",Band3,Unknown,5,0,2810
事故,shìgù,"noun: accident (usually negative: car, industrial, etc.)",昨天高速上发生了一起严重的交通事故。,A serious traffic accident happened on the highway yesterday.,Band3,Unknown,5,0,2811
实力,shílì,noun: strength / capability (esp. of a group or country),这支球队的实力非常强，几乎无人能敌。,This team is very strong — almost unbeatable.,Band3,Unknown,5,0,2812
试题,shìtí,noun: exam question / test item,这套试题难度不小，需要认真准备,This exam paper is quite difficult — it requires thorough preparation.,Band3,Unknown,5,0,2813
实行,shíxíng,verb: to implement / to carry out,政府开始实行新的税收政策。,The government has begun implementing a new tax policy.,Band3,Unknown,5,0,2814
试验,shìyàn,"verb: to test / to try out
noun: trial / experiment

used during Trial, test in practice for Real-world application, field on Practical, engineering, product",新机器正在试验中，这次试验将决定是否投产。,"The new machine is undergoing a trial, which will determine whether it goes into production.",Band3,Unknown,5,0,2815
实验室,shíyànshì,noun: laboratory,他们在实验室里工作到很晚。,They worked late into the night in the lab.,Band3,Unknown,5,0,2816
事业,shìyè,noun: career / enterprise / cause (more noble or idealistic than gong zuo),他把教育当作一生的事业来奋斗,He treats education as a lifelong career to pursue.,Band3,Unknown,5,0,2817
石油,shíyóu,noun: petroleum / oil,这个国家依靠出口石油维持经济发展。,This country relies on oil exports to sustain economic growth.,Band3,Unknown,5,0,2818
收看,shōukàn,verb: to watch (TV broadcast),很多人都在收看世界杯决赛。,Many people are watching the World Cup final.,Band3,Unknown,5,0,2819
收听,shōutīng,verb: to listen to (a broadcast or program),我每天早上都会收听新闻广播。,I listen to the news broadcast every morning.,Band3,Unknown,5,0,2820
手续,shǒuxù,noun: procedures / formalities,办理签证需要很多手续。,Getting a visa requires many formalities.,Band3,Unknown,5,0,2821
收音机,shōuyīnjī,noun: radio (device),他喜欢用老式收音机听音乐。,He enjoys listening to music on an old-fashioned radio.,Band3,Unknown,5,0,2822
双方,shuāngfāng,noun: both sides / two parties,合同已经由双方代表签署。,The contract has been signed by both parties’ representatives.,Band3,Unknown,5,0,2823
熟人,shúrén,noun: acquaintance / familiar person,他在那家公司有几个熟人。,He has a few acquaintances at that company.,Band3,Unknown,5,0,2824
思想,sīxiǎng,noun: thought / ideology / way of thinking,他的思想比较开放，容易接受新观点。,His thinking is open-minded and receptive to new ideas.,Band3,Unknown,5,0,2825
随,suí,"verb: to follow
preposition/adverb: along with / as",他随老师进了教室，成绩也随之提高了。,"He followed the teacher into the classroom, and his grades improved along with it.",Band3,Unknown,5,0,2826
所长,suǒzhǎng,noun: director of an institute or office,他是我们研究所的所长，管理着整个团队。,He is the director of our research institute and manages the entire team.,Band3,Unknown,5,0,2827
台,tái,"measure word: for machines, performances
noun: platform / stage / desk",一台电视放在台上，正在播放节目。,"A TV is on the platform, playing a program.",Band3,Unknown,5,0,2828
谈判,tánpàn,"verb: to negotiate
noun: negotiation",双方代表正在谈判，这场谈判将决定合作的成败。,"The two parties are negotiating, and the outcome of the negotiation will decide the success of the cooperation.",Band3,Unknown,5,0,2829
调,tiáo,"verb: to adjust / to transfer
noun: tone / key (music)",他被调去另一个部门，也调了音调来适应新环境。,He was transferred to another department and also adjusted the pitch to suit the new environment.,Band3,Unknown,5,0,2830
跳高,tiàogāo,noun/verb: high jump / to do the high jump,他是学校跳高比赛的冠军。,He is the high jump champion of the school.,Band3,Unknown,5,0,2831
铁,tiě,"noun: iron
adjective (figurative): strong / determined",他有铁一般的意志，也是一名铁人三项选手。,He has iron willpower and is also a triathlon athlete.,Band3,Unknown,5,0,2832
铁路,tiělù,noun: railway,这条铁路连接了两个大城市。,This railway connects two major cities.,Band3,Unknown,5,0,2833
通信,tōngxìn,"verb: to correspond by letter or communication
noun: communication / correspondence",我们保持着通信联系，这种通信让我觉得很温暖。,"We keep in touch through correspondence, and this communication makes me feel warm.",Band3,Unknown,5,0,2834
团,tuán,"noun: group / organization
measure word: for round things (e.g. a ball, a lump)",我们剧团带来了一团新布景，这个团也表演得很棒。,"Our troupe brought a new backdrop, and the group performed really well.",Band3,Unknown,5,0,2835
退出,tuìchū,verb: to withdraw / to quit / to exit,他因个人原因退出了比赛。,He withdrew from the competition due to personal reasons.,Band3,Unknown,5,0,2836
推动,tuīdòng,"verb: to promote / to drive (development, reform, etc.)",科技发展推动了整个社会的进步。,Technological development has driven the progress of society.,Band3,Unknown,5,0,2837
推广,tuīguǎng,"verb: to popularize / to promote (a product, method, etc.)",公司正在大力推广新产品。,The company is actively promoting its new product.,Band3,Unknown,5,0,2838
推进,tuījìn,"verb: to advance / to push forward (projects, policies)",改革政策正在有序推进。,The reform policies are being advanced in an orderly manner.,Band3,Unknown,5,0,2839
推开,tuīkāi,verb: to push open / to push away,他轻轻推开门走了进去。,He gently pushed open the door and walked in.,Band3,Unknown,5,0,2840
外交,wàijiāo,noun: diplomacy / foreign affairs,他在外交部工作，负责中美之间的外交事务。,"He works in the Ministry of Foreign Affairs, handling China-US diplomatic relations.",Band3,Unknown,5,0,2841
外文,wàiwén,noun: foreign language (written),这本书是用外文写的，需要翻译。,This book is written in a foreign language and needs translation.,Band3,Unknown,5,0,2842
完善,wánshàn,"verb: to improve / to refine
adjective: perfect / well-developed",我们需要完善系统，让功能更加完善。,We need to improve the system and make the features more complete.,Band3,Unknown,5,0,2843
围,wéi,verb: to surround / to enclose,他们围着火堆聊天。,They sat around the fire chatting.,Band3,Unknown,5,0,2844
危害,wēihài,"verb: to endanger / to harm
noun: harm / danger",空气污染严重危害健康，这种危害不能忽视。,"Air pollution seriously harms health, and this danger cannot be ignored.",Band3,Unknown,5,0,2845
线,xiàn,noun: line / thread / wire,请沿着这条线剪纸。,Please cut along this line.,Band3,Unknown,5,0,2846
现代,xiàndài,"noun: modern times / the present era
adjective: modern",这座城市融合了传统与现代，拥有许多现代化的设施。,This city blends tradition with the modern era and has many modern facilities.,Band3,Unknown,5,0,2847
相似,xiāngsì,adjective: similar,这两个产品外观相似，但性能差别很大。,These two products look similar but differ greatly in performance.,Band3,Unknown,5,0,2848
现金,xiànjīn,noun: cash,请问可以用现金付款吗？,May I pay with cash?,Band3,Unknown,5,0,2849
先进,xiānjìn,"adjective: advanced (technology, thinking, methods)",这家公司采用了先进的生产技术。,This company uses advanced production technology.,Band3,Unknown,5,0,2850
显然,xiǎnrán,adverb: obviously / clearly,他显然没有准备好这次演讲。,He obviously wasn’t prepared for the speech.,Band3,Unknown,5,0,2851
显示,xiǎnshì,verb: to display / to show,数据清楚地显示出客户满意度的提升。,The data clearly shows an improvement in customer satisfaction.,Band3,Unknown,5,0,2852
效果,xiàoguǒ,noun: effect / result / effectiveness,这种药的效果很好，病人恢复得很快。,"This medicine works well, and the patient recovered quickly.",Band3,Unknown,5,0,2853
修,xiū,verb: to repair / to fix / to trim,他在修车，也顺便修了家里的水管。,He was fixing the car and also repaired the home’s water pipe.,Band3,Unknown,5,0,2854
需求,xūqiú,noun: demand / need,市场对新能源车的需求越来越高。,There is growing market demand for new energy vehicles.,Band3,Unknown,5,0,2855
演唱会,yǎnchànghuì,noun: concert,周末我们一起去看演唱会吧！,Let’s go to the concert this weekend!,Band3,Unknown,5,0,2856
一方面,yìfāngmiàn,conjunction: on one hand / on the one side,他一方面想休息，另一方面又不愿意错过机会。,"On one hand he wants to rest, but on the other hand he doesn’t want to miss the opportunity.",Band3,Unknown,5,0,2857
衣架,yījià,noun: clothes hanger,请把外套挂在衣架上。,Please hang your coat on the hanger.,Band3,Unknown,5,0,2858
银,yín,"noun: silver (metal)
adjective: silver-colored",她戴着银项链，还赢得了比赛的银奖。,She wore a silver necklace and won the silver medal in the competition.,Band3,Unknown,5,0,2859
影视,yǐngshì,noun: film and television,他在影视行业工作多年。,He has worked in the film and television industry for many years.,Band3,Unknown,5,0,2860
应用,yìngyòng,"verb: to apply / to use
noun: application (as in tech/app usage)",这种技术已被广泛应用，而且相关应用也不断更新。,"This technology is widely applied, and related apps are constantly being updated.",Band3,Unknown,5,0,2861
银牌,yínpái,noun: silver medal,他在奥运会上获得了银牌。,He won a silver medal at the Olympics.,Band3,Unknown,5,0,2862
优势,yōushì,"noun: advantage (comparative, strategic)",我们在技术上有明显的优势。,We have a clear advantage in technology.,Band3,Unknown,5,0,2863
约,yuē,verb: to make an appointment,我周末想约朋友出去玩,I want to ask friends out to play/hang out this weekend.,Band3,Unknown,5,0,2864
预计,yùjì,verb: to estimate / to predict,这项工程预计明年完成。,The project is expected to be completed next year.,Band3,Unknown,5,0,2865
运输,yùnshū,"verb: to transport
noun: transportation",物资运输已经开始，整个运输过程安排得很合理。,"The supplies have been transported, and the whole transportation process was well arranged.",Band3,Unknown,5,0,2866
预习,yùxí,verb: to preview (lessons before class),老师要求我们先预习下一课的内容。,The teacher asked us to preview the next lesson’s content.,Band3,Unknown,5,0,2867
造,zào,verb: to make / to build,这家工厂主要造汽车。,This factory mainly builds cars.,Band3,Unknown,5,0,2868
证件,zhèngjiàn,noun: ID / official document,请出示您的身份证或其他有效证件。,Please show your ID or another valid document.,Band3,Unknown,5,0,2869
证据,zhèngjù,noun: evidence / proof,警方已经掌握了充分的证据。,The police have obtained sufficient evidence.,Band3,Unknown,5,0,2870
整整,zhěngzhěng,adverb: full / whole (emphasizing duration or quantity),我等了他整整两个小时。,I waited for him for a full two hours.,Band3,Unknown,5,0,2871
直播,zhíbō,"noun: live broadcast
verb: to livestream",他们正在直播比赛，整个直播吸引了很多观众。,"They’re livestreaming the match, and the broadcast attracted many viewers.",Band3,Unknown,5,0,2872
