Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,
乘凉,chéngliáng,verb: to enjoy the cool air,晚上很多人在树下乘凉。,Unknown,3.1,5,
沉浸其中,chénjìnqízhōng,verb (phrase): to be immersed in it,他一玩起游戏就沉浸其中，常常忘了时间。,Unknown,Unknown,5,
愁眉,chóuméi,noun: worried expression; frown,他满脸愁眉地坐在那里。,Unknown,3.1,5,
传单,chuándān,noun: flyer; leaflet; handout,有人在街上发传单。,Unknown,2.5,5,
船夫,chuánfū,noun: boatman; ferryman,船夫正在慢慢划船。,Unknown,3.5,5,
闯关,chuǎngguān,"verb: to break through a level / pass a stage (games, exams, bureaucracy)",他花了一晚上才闯关成功。,Unknown,7.5,5,
传收,chuánshōu,"verb (compound): to transmit and receive (e.g., signals, messages)",这个系统可以同时传收语音和数据，非常高效。,Unknown,Unknown,5,
初尝,chūcháng,verb: to taste for the first time,他初尝独立生活的滋味，又兴奋又有点不安。,Unknown,Unknown,5,
刺眼,cìyǎn,adjective: dazzling / harsh to the eyes,阳光太强，刺眼得让人睁不开眼。,Unknown,Unknown,5,
从命,cóngmìng,verb (classical / polite): to obey; to comply,既然您已经决定了，那我就从命。,Unknown,Unknown,5,
从速,cóngsù,adverb: as soon as possible / without delay (formal or official tone),此事十分紧急，请你们从速处理。,Unknown,Unknown,5,
存活,cúnhuó,verb: to survive / to stay alive,这株植物在极端环境下依然能存活，真的很顽强。,Unknown,Unknown,5,
村民,cūnmín,noun: villager,村民们一起修理道路。,Unknown,4.2,5,
错怪,cuòguài,verb: to wrongly blame,对不起，我错怪你了。,Unknown,3.9,5,
打翻,dǎfān,verb: to knock over; to overturn,他不小心打翻了水杯。,Unknown,3.1,5,
搭客,dākè,noun/verb: passenger; to give someone a ride,他每天顺路搭客上班。,Unknown,3.9,5,
当地人,dāngdìrén,noun: local people; locals,当地人对游客很热情。,Unknown,3.9,5,
当局,dāngjú,noun: the authorities,当地当局正在处理这起交通事故。,Unknown,6.2,5,
挡住,dǎngzhù,verb: to block (a physical object or path),有人挡住了门口，我进不去。,Unknown,Unknown,5,
到场,dàochǎng,verb: to arrive at the scene; to show up,很多观众已经到场了。,Unknown,2.6,5,
导览,dǎolǎn,noun/verb: guided tour; to guide visitors,导游正在为游客导览。,Unknown,3.5,5,
道谢,dàoxiè,verb: to express thanks; to thank,他亲自向老师道谢。,Unknown,2.6,5,
打气,dǎqì,verb: to encourage; to cheer someone on,比赛前，大家都在给他打气。,Unknown,2.3,5,
打拳,dǎquán,verb: to box; to practice martial arts,他每天早上都会打拳。,Unknown,3.6,5,
大扫除,dàsǎochú,noun: thorough cleaning; spring cleaning,我们周末准备做一次大扫除。,Unknown,2.4,5,
得奖,déjiǎng,verb: to win a prize; to receive an award,她在比赛中得奖了。,Unknown,2.4,5,
等地,děngdì,noun suffix: and other places,这种新产品已经在北京、上海等地上市。,Unknown,Unknown,5,
瞪眼,dèngyǎn,verb: to glare; to stare angrily,他生气地瞪眼看着我。,Unknown,3.6,5,
得起,déqǐ,verb complement: able to afford; able to bear,这辆车太贵了，我买不起，也养不起。,Unknown,3.1,5,
点题,diǎntí,verb: to state the main point/topic clearly,文章最后一句成功点题。,Unknown,4.3,5,
店员,diànyuán,noun: shop assistant; store clerk,店员很热情地帮助了我们。,Unknown,2.5,5,
店主,diànzhǔ,noun: shop owner,店主对顾客非常热情。,Unknown,3.9,5,
掉落,diàoluò,verb: to fall; to drop down,树叶不断地从树上掉落。,Unknown,2.4,5,
地洞,dìdòng,noun: hole in the ground; tunnel,兔子躲进了地洞里。,Unknown,4.4,5,
抵抗力,dǐkànglì,noun: resistance / immunity,多锻炼身体可以提高抵抗力，不容易生病。,Unknown,Unknown,5,
顶楼,dǐnglóu,noun: top floor,他们住在公寓的顶楼。,Unknown,3.6,5,
抖动,dǒudòng,verb: to tremble / to shake,他的手因为太紧张而不停抖动。,Unknown,Unknown,5,
短剧,duǎnjù,noun: short drama; skit,学生们表演了一部短剧。,Unknown,3.1,5,
短文,duǎnwén,noun: short passage; short essay,老师让我们写一篇短文。,Unknown,3.11,5,
短讯,duǎnxùn,noun: text message / SMS,我刚才发了一条短讯给你，有看到吗？,Unknown,Unknown,5,
堆满,duīmǎn,verb: to pile up full of; to heap up,桌上堆满了文件。,Unknown,3.9,5,
多得不得了,duō de bù dé liǎo,adverbial phrase: extremely many / a great deal,仓库里的货物多得不得了，一时清点不完。,Unknown,Unknown,5,
夺得,duódé,"verb: to seize / to win (a title, prize, etc.)",他在比赛中夺得了第一名。,Unknown,6.2,5,
多元种族,duōyuán zhǒngzú,noun phrase: multiracial / ethnically diverse,新加坡是一个多元种族的国家，不同文化和平共处。,Unknown,Unknown,5,
度日,dùrì,verb: to get by; to live day to day,失业期间，他只能靠积蓄度日。,Unknown,Unknown,5,
额头,étóu,noun: forehead,他的额头流着汗水。,Unknown,4.4,5,
发件,fājiàn,verb/noun: to send mail; outgoing mail,请确认发件地址是否正确。,Unknown,2.4,5,
犯错,fàncuò,verb: to make a mistake,每个人都会犯错。,Unknown,2.6,5,
防备,fángbèi,verb: to guard against / be prepared for,为了防备感冒，他每天都坚持锻炼身体。,Unknown,7.6,5,
放风筝,fàngfēngzhēng,verb: to fly a kite,孩子们在草地上放风筝。,Unknown,3.8,5,
翻滚,fāngǔn,verb: to roll; to tumble; to surge,海浪不断地翻滚。,Unknown,3.3,5,
饭盒,fànhé,noun: lunch box; food container,她把饭装进饭盒里。,Unknown,3.7,5,
翻新,fānxīn,verb: to renovate; to refurbish,这间老房子最近被翻新了。,Unknown,3.9,5,
非比寻常,fēibǐxúncháng,idiom (adjective): extraordinary / out of the ordinary,这次经历对他来说意义非比寻常。,Unknown,Unknown,5,
非法行为,fēifǎ xíngwéi,noun: illegal behavior,警方正在调查一宗涉嫌非法行为的案件。,Unknown,Unknown,5,
费力,fèilì,adjective/verb: strenuous; requiring effort,搬这张桌子很费力。,Unknown,4.3,5,
飞禽,fēiqín,noun: birds; flying creatures,森林里有很多飞禽。,Unknown,3.8,5,
分发,fēnfā,verb: to distribute; to hand out,老师正在分发试卷。,Unknown,3.8,5,
逢...必...,féng … bì …,phrase: whenever … always …,他逢下雨必迟到，大家早就习惯了。,Unknown,Unknown,5,
分给,fēngěi,verb: to distribute to; to give out to,老师把糖果分给学生们。,Unknown,2.6,5,
逢叫必出,féngjiào-bìchū,phrase: always available when called; always shows up when needed,他对朋友总是逢叫必出，从来不会拒绝帮忙。,Unknown,Unknown,5,
服气,fúqì,verb: to be convinced / to accept someone’s superiority,他实力强，让人心服口服，大家都服气。,Unknown,2.2,5,
付钱,fùqián,verb: to pay money,吃完饭后，他主动去付钱。,Unknown,2.5,5,
改掉,gǎidiào,verb: to get rid of; to correct (a bad habit),你应该改掉这个坏习惯。,Unknown,3.8,5,
甘榜,gānbǎng,noun: kampong; traditional village (Malay loanword used in Singapore/Malaysia),爷爷小时候住在甘榜。,Unknown,3.5,5,
甘愿,gānyuàn,verb/adjective: willing; gladly willing,他甘愿为家人付出一切。,Unknown,3.6,5,
糕饼,gāobǐng,noun: cakes and pastries,这家店卖很多传统糕饼。,Unknown,3.3,5,
搞定,gǎodìng,verb: to get done / settle / handle,别担心，这件事我已经搞定了。,Unknown,Unknown,5,
高冷,gāolěng,adjective: cool and aloof (appearance or personality) (internet slang),他外表高冷，其实熟了以后很温柔,Unknown,Unknown,5,
告示牌,gàoshìpái,noun: notice board / sign,告示牌上写着“禁止入内”。,Unknown,Unknown,5,
跟随潮流,gēnsuí cháoliú,phrase: to follow trends,她总是跟随潮流，穿的衣服都是当季最流行的款式。,Unknown,Unknown,5,
隔天,gétiān,noun/adverb: the next day / every other day,我们隔天练一次球，隔天作业老师也会检查。,Unknown,4.8,5,
各样,gèyàng,adjective/pronoun: all kinds of; various,超市里卖着各样水果。,Unknown,3.7,5,
恭敬,gōngjìng,adjective: respectful; deferential,他说话态度恭敬，让长辈十分满意。,Unknown,Unknown,5,
恭敬不如从命,gōngjìngbùrúcóngmìng,idiom: it’s better to comply than to be overly polite,对方再三邀请，他只好笑着说一句“恭敬不如从命”。,Unknown,Unknown,5,
攻击性,gōngjīxìng,noun/adjective: aggressiveness / aggressive nature,这只狗攻击性很强，需要特别小心。,Unknown,Unknown,5,
共用,gòngyòng,verb: to share; to use together,他们共用一间办公室。,Unknown,4.3,5,
工作委员会,gōngzuò wěiyuánhuì,noun: working committee,学校成立了一个教学工作委员会来改进课程内容。,Unknown,Unknown,5,
工作指南,gōngzuòzhǐnán,noun: work guide; job manual,新员工入职时都会先阅读工作指南。,Unknown,Unknown,5,
过程中,guòchéng zhōng,noun phrase: during the process / in the course of,在修建桥梁的过程中，我们遇到了不少技术问题。,Unknown,Unknown,5,
过活,guòhuó,verb: to live; to make a living,只要能安心过活，他对生活要求并不高。,Unknown,Unknown,5,
孤身,gūshēn,adjective: alone / without company,他孤身一人来到陌生的城市，开始了新生活。,Unknown,Unknown,5,
古时候,gǔshíhòu,noun: ancient times,古时候的人用火把照明。,Unknown,4.3,5,
害人,hàirén,verb: to harm people,这种行为会害人害己。,Unknown,3.1,5,
好些,hǎoxiē,adjective/adverb: quite a lot; much better,他的病已经好些了。,Unknown,3.1,5,
哈欠,hāqiàn,noun/verb: yawn; to yawn,他困得一直打哈欠。,Unknown,4.3,5,
和好,héhǎo,verb: to make peace / to reconcile,他们吵了一架，但很快就和好了。,Unknown,4.4,5,
河口,hékǒu,noun: river mouth; estuary,那条河的河口很宽。,Unknown,4.4,5,
狠狠,hěnhěn,adverb: fiercely; 狠狠地,他狠狠地踢了一下门。,Unknown,3.1,5,
狠心,hěnxīn,adjective/verb: cruel; heartless; to harden one’s heart,你怎么狠心拒绝他？,Unknown,3.3,5,
花草,huācǎo,noun: flowers and plants,她每天都会给花草浇水。,Unknown,2.1,5,
滑倒,huádào,verb: to slip and fall,地板太滑了，他不小心滑倒了。,Unknown,3.6,5,
怀揣,huáichuāi,"verb: to carry in one’s bosom / to harbor (feelings, dreams)",他怀揣梦想来到这座城市，希望闯出一片天地。,Unknown,Unknown,5,
恍然,huǎngrán,adjective/adverb: suddenly realizing; abruptly enlightened,听了他的解释后，我才恍然大悟。,Unknown,2.3,5,
花盆,huāpén,noun: flowerpot; plant pot,阳台上放着几个花盆。,Unknown,2.1,5,
花钱,huāqián,verb: to spend money,他花钱很小心。,Unknown,3.9,5,
花展,huāzhǎn,noun: flower exhibition,我们周末去参观花展。,Unknown,3.4,5,
华族,huázú,noun: ethnic Chinese community (Singapore/Malaysia usage),新加坡有很多华族文化活动。,Unknown,3.1,5,
恢复正常,huīfù zhèngcháng,phrase: to return to normal,系统已修复，现在一切恢复正常。,Unknown,Unknown,5,
回过神来,huíguòshénlái,"verb (phrase): to come back to one’s senses
",听到别人叫他名字，他才回过神来。,Unknown,7.12,5,
挥手,huīshǒu,verb: to wave one’s hand,她站在门口向我挥手。,Unknown,3.7,5,
虎口,hǔkǒu,noun: tiger’s mouth / figurative: dangerous situation,他终于逃离了虎口。,Unknown,3.6,5,
昏暗,hūnàn,adjective: dim; poorly lit,房间里的灯光十分昏暗。,Unknown,3.4,5,
火力全开,huǒlì quán kāi,idiom/slang: go all out / full power,比赛进入最后阶段，双方火力全开。,Unknown,Unknown,5,
虎牙,hǔyá,noun: canine tooth / fang-like tooth (often used cutely),她笑的时候会露出一颗虎牙，特别可爱。,Unknown,Unknown,5,
加倍,jiābèi,verb/adverb: to double; doubly,为了成功，他加倍努力学习。,Unknown,2.5,5,
夹紧,jiājǐn,verb: to clamp / grip tightly,他用力夹紧文件，防止被风吹走。,Unknown,Unknown,5,
捡到,jiǎndào,verb: to pick up (something lost or dropped),他在教室里捡到一个手机，交给了老师。,Unknown,3.1,5,
将会,jiānghuì,auxiliary verb: will; shall,明天天气将会变冷。,Unknown,2.6,5,
讲理,jiǎnglǐ,verb phrase: to be reasonable,他很讲理，有什么问题都可以好好谈。,Unknown,3.1,5,
剪辑师,jiǎnjíshī,noun: video editor / film editor,这部电影的成功离不开剪辑师的精心处理。,Unknown,Unknown,5,
减至,jiǎnzhì,verb: to reduce to; to decrease to,公司的员工人数已经减至一百人。,Unknown,Unknown,5,
叫车服务,jiàochēfúwù,ride hailing service,Grab 是一个非常流行的叫车服务,Unknown,Unknown,5,
教导,jiàodǎo,verb: to teach; to instruct,老师耐心地教导学生。,Unknown,2.2,5,
浇花,jiāohuā,verb: to water flowers,奶奶每天早上都会浇花。,Unknown,4.4,5,
脚尖,jiǎojiān,noun: tiptoe / toes,她踮起脚尖，轻轻地走进房间。,Unknown,7.7,5,
脚力,jiǎolì,noun: leg strength; walking ability,他的脚力很好，可以走很远。,Unknown,3.3,5,
叫声,jiàoshēng,noun: cry; shout; sound made by people or animals,我听见外面传来猫的叫声。,Unknown,3.5,5,
教书,jiāoshū,verb: to teach (in school),她已经教书很多年了。,Unknown,3.6,5,
浇水,jiāoshuǐ,verb: to water plants,妈妈每天都会给花浇水。,Unknown,2.4,5,
截止日,jiézhǐrì,noun: deadline; closing date,报名截止日是星期五。,Unknown,3.3,5,
静心,jìngxīn,verb: to calm the mind,她喜欢听轻音乐静心，有助于缓解压力。,Unknown,Unknown,5,
尽心,jìnxīn,verb/adjective: wholeheartedly; with full effort,他一直尽心照顾家人。,Unknown,3.5,5,
级任,jírèn,noun: homeroom teacher (Singapore/Malaysia usage),我的级任老师非常负责。,Unknown,2.6,5,
救护,jiùhù,verb: to rescue and provide medical aid,医护人员正在救护伤者。,Unknown,2.1,5,
九牛二虎之力,jiǔniúèrhǔzhīlì,idiom: tremendous effort / with all one’s strength,他用了九牛二虎之力才把箱子搬上楼。,Unknown,4.1,5,
捐钱,juānqián,verb: to donate money,很多人愿意为灾民捐钱。,Unknown,3.5,5,
绝口,juékǒu,phrase/noun: to say nothing about; to keep completely silent about,他对那件事绝口不提。,Unknown,2.4,5,
巨石,jùshí,noun: huge rock; boulder,路边有一块巨石。,Unknown,3.5,5,
开心果,kāixīnguǒ,noun: pistachio / slang: funny person who makes others happy,他总是讲笑话，像个开心果。,Unknown,3.6,5,
看戏,kànxì,verb: to watch a play/opera,爷爷喜欢去戏院看戏。,Unknown,3.11,5,
课室,kèshì,class room,学生们正在课室里上课。,Unknown,1.8,5,
空闲,kòngxián,adjective/noun: free; spare time,我周末有一点空闲时间。,Unknown,3.8,5,
口渴,kǒukě,adjective: thirsty,我跑完步以后很口渴。,Unknown,3.1,5,
狂风,kuángfēng,noun: strong wind; gale,狂风把树枝吹断了。,Unknown,3.5,5,
跨年,kuànián,verb (set phrase): to celebrate the New Year / to pass from one year into the next,我们决定去海边一起跨年，看烟火迎接新的一年。,Unknown,Unknown,5,
苦读,kǔdú,verb: to study hard / to study bitterly,他为了高考在家苦读，每天学习到深夜。,Unknown,Unknown,5,
困苦,kùnkǔ,"noun: hardship / difficulty
adjective: difficult / impoverished",他在困苦的环境中成长，却始终没有放弃梦想,Unknown,7.12,5,
拉链,lāliàn,noun: zipper,我的外套拉链坏了。,Unknown,2.7,5,
兰花,lánhuā,noun: orchid,她在阳台种了很多兰花。,Unknown,3.1,5,
泪光,lèiguāng,noun: tears shining in the eyes,她眼里闪着泪光。,Unknown,3.2,5,
冷汗,lěnghàn,noun: cold sweat,他紧张得冒冷汗。,Unknown,3.6,5,
乐于,lèyú,verb phrase: willing to; happy to,他乐于接受别人的意见。,Unknown,3.9,5,
乐于助人,lèyúzhùrén,adjective/phrase: willing to help others,她一直都很乐于助人。,Unknown,3.1,5,
脸蛋,liǎndàn,noun: cheeks / face (cute way),小女孩的脸蛋红扑扑的，像苹果一样可爱。,Unknown,7.7,5,
亮光,liàngguāng,noun: light; gleam,黑暗中出现了一道亮光。,Unknown,3.6,5,
良宵,liángxiāo,noun (literary): a fine night; a wonderful evening,如此良宵，他们在河边散步聊天，谁也不想太早回家。,Unknown,Unknown,5,
连环画,liánhuánhuà,noun: comic strip book; illustrated serial story,他小时候很喜欢看连环画。,Unknown,4.4,5,
联络所,liánluò suǒ,noun: liaison office,他们在海外设立了多个联络所，方便沟通。,Unknown,Unknown,5,
连声,liánshēng,adverb: repeatedly; again and again,他连声向大家道歉。,Unknown,3.2,5,
礼包,lǐbāo,noun: gift pack; gift bundle,活动结束后，每个人都收到礼包。,Unknown,3.1,5,
裂开,lièkāi,verb: to split / to crack open,这个西瓜熟透了，一放下去就裂开了。,Unknown,Unknown,5,
猎枪,lièqiāng,noun: hunting rifle,猎人背着猎枪进入森林。,Unknown,3.1,5,
礼盒,lǐhé,noun: gift box,他买了一个漂亮的礼盒。,Unknown,3.4,5,
领奖,lǐngjiǎng,verb: to receive an award/prize,她明天要上台领奖。,Unknown,3.1,5,
令人,lìngrén,verb phrase: causing people to; making people feel,这个消息令人惊讶。,Unknown,3.8,5,
零用,língyòng,adjective/noun: pocket money; for miscellaneous use,妈妈每星期都会给我零用钱。,Unknown,3.2,5,
淋湿,línshī,verb: to get soaked; to drench,他被雨淋湿了。,Unknown,3.5,5,
临时抱佛脚,línshíbàofójiǎo,idiom: to cram at the last minute / seek help too late,考试前临时抱佛脚，效果不会太好。,Unknown,8.5,5,
礼让,lǐràng,verb/noun: courtesy and yielding to others,开车时应该懂得礼让。,Unknown,3.3,5,
理所应当,lǐsuǒyīngdāng,idiom: something that goes without saying; perfectly justified,他觉得按时完成工作是理所应当的事。,Unknown,Unknown,5,
溜冰,liūbīng,verb: to ice skate,冬天的时候，他们喜欢去溜冰。,Unknown,3.6,5,
溜走,liūzǒu,verb: to sneak away; to slip away,小猫趁大家不注意溜走了。,Unknown,4.4,5,
露出,lùchū,verb: to reveal; to show; to expose,他脸上露出了笑容。,Unknown,2.2,5,
轮到,lúndào,verb: to be one’s turn,终于轮到我发言了。,Unknown,3.7,5,
路线图,lùxiàntú,noun: route map; roadmap,请先看看路线图。,Unknown,3.1,5,
露营,lùyíng,verb / noun: to camp / camping,周末我们一起去山上露营，体验大自然的宁静。,Unknown,2.1,5,
埋头,máitóu,verb: to bury one’s head in / to be absorbed in,他埋头写作，连电话都没听见。,Unknown,7.15,5,
埋头苦读,máitóukǔdú,idiom: to bury oneself in hard study,为了考上理想的大学，他一直埋头苦读。,Unknown,Unknown,5,
满地,mǎndì,adjective/adverb: all over the ground,地震后满地都是碎玻璃。,Unknown,3.3,5,
满足感,mǎnzúgǎn,noun: sense of satisfaction; fulfillment,完成任务后，我有很大的满足感。,Unknown,3.1,5,
冒失,màoshi,adjective: careless / rash,他总是说话太冒失，常常让人误会。,Unknown,Unknown,5,
马戏团,mǎxìtuán,noun: circus,孩子第一次看马戏团表演，兴奋得不得了。,Unknown,Unknown,5,
门窗,ménchuāng,noun: doors and windows,出门前记得关好门窗。,Unknown,4.2,5,
描画,miáohuà,verb: to draw / to depict vividly (including writing),作者用细腻的文字描画了小镇宁静的早晨。,Unknown,Unknown,5,
灭火,mièhuǒ,verb: to put out a fire,消防员正在灭火。,Unknown,4.4,5,
米粉,mǐfěn,,,Unknown,4.4,5,
密密,mìmì,adjective/adverb: densely; closely packed,天空中布满了密密的乌云。,Unknown,3.2,5,
密密麻麻,mìmìmámá,adjective/adverb: densely packed; packed closely together,纸上写满了密密麻麻的字。,Unknown,3.5,5,
名誉扫地,míngyùsǎodì,idiom: to lose one’s reputation completely,因为丑闻，他在公司里的名誉扫地。,Unknown,Unknown,5,
民众联络所,mínzhòngliánluòsuǒ,noun: community center (Singapore usage),我们在民众联络所参加活动。,Unknown,3.1,5,
民族服,mínzúfú,noun: traditional ethnic clothing,她穿着漂亮的民族服参加了文化节表演。,Unknown,Unknown,5,
陌生人,mòshēngrén,noun: stranger,不要随便跟陌生人说话。,Unknown,3.8,5,
摩托车,mótuōchē,Motorcycle,在新加坡，摩托车通常用于送外卖和送货,Unknown,Unknown,5,
某个,mǒugè,pronoun: a certain; some particular,我昨天在街上看见某个人很像你。,Unknown,8.1,5,
耐烦,nàifán,adjective: patient / verb: to have patience,他已经没有耐烦继续等下去了。,Unknown,2.2,5,
耐劳,nàiláo,adjective: hardworking; able to endure hard work,他是一个非常耐劳的人。,Unknown,3.2,5,
闹笑话,nàoxiàohuà,verb phrase: to make a fool of oneself; to make an embarrassing mistake,他因为紧张而闹笑话。,Unknown,4.3,5,
念完,niànwán,verb: to finish studying; to complete schooling,她打算念完大学再考虑工作。,Unknown,Unknown,5,
泥沙,níshā,noun: mud and sand; silt,洪水带来了大量泥沙。,Unknown,4.3,5,
你追我跑,nǐzhuīwǒpǎo,phrase: chasing each other around,孩子们在草地上你追我跑。,Unknown,3.6,5,
怒气,nùqì,noun: anger; rage,他满脸怒气地离开了房间。,Unknown,2.5,5,
怒气冲冲,nùqìchōngchōng,adjective: furious; full of anger,他怒气冲冲地走出了办公室。,Unknown,2.6,5,
拍打,pāidǎ,verb: to slap; to beat against,雨水不停地拍打窗户。,Unknown,3.5,5,
泡泡,pàopào,noun: bubble,小孩子们喜欢吹泡泡。,Unknown,3.1,5,
喷水,pēnshuǐ,verb: to spray water,工人正在路边喷水。,Unknown,4.4,5,
飘浮,piāofú,verb: to float; to drift,白云飘浮在天空中。,Unknown,3.3,5,
漂浮,piāofú,verb: to float; to drift,树叶漂浮在水面上。,Unknown,3.1,5,
平推,píngtuī,"verb: To steamroll; to crush an opponent or task with overwhelming force or efficiency. (gaming)
verb: To push horizontally; a level push. (standard meaning)
",只要我们合力把这块巨石平推开，就能直接平推敌方的基地了,Unknown,Unknown,5,
贫民区,pínmínqū,noun: slum / poor neighborhood,政府开始重建这个贫民区，以改善居民的生活条件。,Unknown,Unknown,5,
拼图,pīntú,noun/verb: jigsaw puzzle; to piece together,小女孩正在玩拼图。,Unknown,3.6,5,
披在,pīzài,verb: to drape over; to wear over,她把外套披在肩上。,Unknown,3.6,5,
抢当,qiǎngdāng,verb: to fight over being the first to do something / volunteer aggressively,他总是抢当班长，想表现自己。,Unknown,Unknown,5,
迁怒,qiānnù,verb: to take anger out on (someone),他在公司受了气，却把怒气迁怒于家人。,Unknown,Unknown,5,
欠钱,qiànqián,verb phrase: to owe money,他向朋友借钱买车，现在还欠钱没还完,Unknown,Unknown,5,
敲打,qiāodǎ,verb: to knock; to beat; to tap,他轻轻地敲打桌面。,Unknown,3.2,5,
敲醒,qiāoxǐng,verb: to wake someone up by knocking / figuratively: to alert or awaken (mentally),一声巨响把他敲醒，也让他意识到问题的严重性。,Unknown,Unknown,5,
气场,qìchǎng,noun: aura / presence (colloquial),她一走进会议室，强大的气场立刻吸引了所有人的注意。,Unknown,Unknown,5,
企鹅,qǐé,noun: penguin,小朋友们很喜欢看企鹅。,Unknown,3.8,5,
骑楼,qílóu,noun: shophouse arcade; covered walkway building style,老城区有很多传统骑楼。,Unknown,4.4,5,
清纯,qīngchún,adjective: pure and innocent (usually describes girls or image),她穿着白裙子，笑容清纯得像一幅画。,Unknown,Unknown,5,
轻快,qīngkuài,adjective: light and brisk; lively,她用轻快的脚步走进房间。,Unknown,2.6,5,
情理,qínglǐ,noun: reason and human feelings; common sense,这件事不合情理。,Unknown,3.4,5,
青梅竹马,qīngméi zhúmǎ,idiom (noun): childhood sweethearts / grew up together,他们是青梅竹马，感情一直很好。,Unknown,Unknown,5,
轻声,qīngshēng,adverb: softly; in a low voice,她轻声地对我说了一句话。,Unknown,2.3,5,
亲子关系,qīnzǐ guānxì,noun: parent-child relationship,良好的亲子关系需要信任和沟通。,Unknown,Unknown,5,
棋盘,qípán,noun: chessboard,棋盘上已经摆满了棋子。,Unknown,3.5,5,
栖身,qīshēn,verb: to stay temporarily / to live (esp. humbly or as a guest),他在朋友家栖身了几天，等找到新房子才搬出去。,Unknown,Unknown,5,
齐声,qíshēng,adverb: in unison; all together,大家齐声唱起了国歌。,Unknown,3.6,5,
栖身之地,qīshēnzhīdì,noun phrase: a place to stay / shelter,在这座陌生的城市，他连个栖身之地都没有。,Unknown,Unknown,5,
秋千,qiūqiān,noun: swing,小朋友们在公园里玩秋千。,Unknown,3.2,5,
齐心,qíxīn,adjective/verb: united in purpose; working together,只要大家齐心，就一定能成功。,Unknown,2.3,5,
起因,qǐyīn,noun: cause; origin,警察正在调查事故的起因。,Unknown,4.3,5,
全岛,quándǎo,noun/adverb: island-wide; the whole island,这项活动将在全岛举行。,Unknown,3.1,5,
劝诱,quànyòu,verb: to persuade and entice (often negative),他被人劝诱参与非法活动，最终后悔不已。,Unknown,Unknown,5,
取乐,qǔlè,"verb: to entertain oneself / to make fun (of someone, often lightly)",他总喜欢拿我来取乐，但我已经习惯了。,Unknown,Unknown,5,
热锅,règuō,noun: hot pot / literally hot wok or pot,厨房里的热锅正在冒烟。,Unknown,3.3,5,
人称,rénchēng,noun: grammatical person,这篇作文用了第一人称。,Unknown,4.3,5,
扔掉,rēngdiào,verb: to throw away,不要随便扔掉垃圾。,Unknown,3.2,5,
日落,rìluò,noun: sunset,海边的日落非常美丽。,Unknown,3.4,5,
揉下,róuxià,verb: to rub down / to lightly rub (esp. in massages or expressing gentleness),她轻轻地揉下我的肩膀，让我感到放松。,Unknown,Unknown,5,
入部,rùbù,verb: to join a club/department (school use),她高一就入部加入了文艺部。,Unknown,Unknown,5,
如初,rúchū,expression: (as good) as before / as it was at the beginning,虽然经历了误会，他们的感情依然如初。,Unknown,Unknown,5,
入迷,rùmí,verb: to become fascinated; absorbed in,他看小说看得很入迷。,Unknown,3.1,5,
色气,sèqì,noun: suggestive energy / sexiness (often playful or teasing) (internet slang),她一笑就透出点小色气，但又不过分。,Unknown,Unknown,5,
色情,sèqíng,noun/adjective: pornography / pornographic,这部电影因为含有色情内容而被禁止上映。,Unknown,Unknown,5,
山洞,shāndòng,noun: cave,他们发现了一个神秘的山洞。,Unknown,4.2,5,
上气不接下气,shàngqìbùjiēxiàqì,idiom: to be out of breath,他跑了三圈，已经累得上气不接下气。,Unknown,Unknown,5,
杀伤力,shāshānglì,noun: destructive power (literal or figurative),她的回眸杀伤力太强，全场都被迷住了。,Unknown,Unknown,5,
设身处地,shè shēn chǔ dì,idiom: to put oneself in someone else’s shoes,如果你能设身处地为别人着想，很多误会就能避免。,Unknown,Unknown,5,
省吃俭用,shěngchījiǎnyòng,idiom: to live frugally; to scrimp and save,他们省吃俭用多年，终于攒够了买房的钱。,Unknown,8.5,5,
升上,shēngshàng,"verb: to rise up to (a higher level, rank, grade, etc.)",气球慢慢地升上天空，孩子们兴奋地欢呼。,Unknown,Unknown,5,
深海,shēnhǎi,noun: deep sea,科学家正在研究深海生物。,Unknown,4.4,5,
神童,shéntóng,noun: child prodigy,他小时候被称为神童。,Unknown,4.4,5,
身为,shēnwéi,preposition/verb: as (someone’s role or identity),身为老师，他对学生非常负责。,Unknown,6.4,5,
试加,shìjiā,verb: to try adding,你可以试加一点盐。,Unknown,3.1,5,
湿透,shītòu,adjective/verb: soaking wet; drenched,他被大雨淋得湿透了。,Unknown,3.2,5,
石像,shíxiàng,noun: stone statue,广场中央有一座石像。,Unknown,3.5,5,
市镇,shìzhèn,noun: town; township,这个市镇的人口越来越多。,Unknown,3.4,5,
受罚,shòufá,verb: to be punished,如果违反规则，就会受罚。,Unknown,2.6,5,
手机毒,shǒujī dú,noun (slang): smartphone addiction,越来越多的青少年患上“手机毒”，难以专心学习。,Unknown,Unknown,5,
收件,shōujiàn,verb/noun: to receive mail; incoming mail,请确认收件人姓名。,Unknown,2.4,5,
手链,shǒuliàn,noun: bracelet,她戴着一条银色手链。,Unknown,3.1,5,
售卖,shòumài,verb: to sell,这家商店售卖各种文具。,Unknown,3.1,5,
瘦弱,shòuruò,adjective: thin and weak; frail,那个孩子看起来很瘦弱。,Unknown,2.2,5,
收生,shōushēng,verb: to admit students; student intake,那所学校今年开始收生。,Unknown,3.1,5,
