Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color
目的地,mùdìdì,noun: destination,我们终于到达了目的地。,We finally arrived at the destination.,Band7,2.5,5
幕后,mùhòu,adjective: behind-the-scenes,虽然他不是演员，但他是幕后的一位重要策划者。,"Though not an actor, he is an important behind-the-scenes planner.",Band7,Unknown,5
目录,mùlù,noun: table of contents; catalog,请先看看这本书的目录。,Please look at the table of contents of this book first.,Band7,4.3,5
脑海,nǎohǎi,noun: mind; thoughts,那个画面一直留在我的脑海里。,That image has stayed in my mind.,Band7,3.6,5
泥土,nítǔ,noun: soil; earth,花园里的泥土很湿。,The soil in the garden is very wet.,Band7,3.7,5
农场,nóngchǎng,noun: farm,孩子们去农场参观动物。,The children went to the farm to see animals.,Band7,3.1,5
跑道,pǎodào,noun: track; runway,学生们正在跑道上练习跑步。,The students are practicing running on the track.,Band7,3.1,5
佩服,pèifú,verb: to admire; to look up to,我很佩服他的勇气。,I really admire his courage.,Band7,3.1,5
喷泉,pēnquán,noun: fountain,广场中央有一个喷泉。,There is a fountain in the center of the square.,Band7,4.3,5
偏僻,piānpì,adjective: remote; isolated,那个村庄非常偏僻。,That village is very remote.,Band7,3.11,5
疲倦,píjuàn,adjective: tired; exhausted; weary,工作了一整天后，他感到非常疲倦。,"After working all day, he felt very exhausted.",Band7,2.2,5
品尝,pǐncháng,verb: to taste; to sample,游客们正在品尝当地小吃。,The tourists are tasting local snacks.,Band7,3.9,5
品德,pǐndé,noun: moral character,老师很注重学生的品德。,Teachers place great importance on students’ moral character.,Band7,4.4,5
拼命,pīnmìng,adverb/verb: with all one’s might / to risk one's life,他拼命地赶作业，希望能按时交上去。,He rushed like crazy to finish the homework on time.,Band7,2.6,5
贫穷,pínqióng,adjective: poor (economically),他出生在一个贫穷的家庭，但靠自己的努力改变了命运。,"He was born into a poor family, but changed his destiny through hard work.",Band7,2.2,5
破旧,pòjiù,adjective: worn-out; shabby,那间房子看起来很破旧。,That house looks very old and shabby.,Band7,3.8,5
抢夺,qiǎngduó,verb: to snatch / seize by force,嫌疑人当街抢夺他人财物。,The suspect snatched someone’s belongings in public.,Band7,Unknown,5
强行,qiángxíng,adverb/verb: forcibly / to force,他想强行闯入会场，被保安拦了下来。,He tried to force his way into the venue but was stopped by security.,Band7,7.18,5
前夕,qiánxī,noun: eve / the day before (usually a big event),考试前夕，他熬夜复习到凌晨。,"On the eve of the exam, he stayed up revising until early morning.",Band7,Unknown,5
恰巧,qiàqiǎo,adverb: by chance / just so happens,我正要出门，恰巧你也来了，我们一起走吧。,"I was just about to leave, and you happened to arrive — let’s go together.",Band7,Unknown,5
器材,qìcái,noun: equipment; apparatus,学校新买了很多运动器材。,The school bought a lot of new sports equipment.,Band7,3.1,5
起初,qǐchū,adverb: at first / initially,起初他不习惯新环境，但后来慢慢适应了。,"At first, he wasn’t used to the new environment, but gradually adapted.",Band7,3.9,5
契机,qìjī,noun: turning point / opportunity / trigger,这次失败反而成了他成长的契机。,This failure instead became a turning point for his growth.,Band7,Unknown,5
起劲,qǐjìn,adjective/verb: enthusiastic; energetic; to get into something,孩子们玩得很起劲。,The children were playing very enthusiastically.,Band7,3.2,5
庆典,qìngdiǎn,noun: celebration ceremony,学校举行了一场盛大的庆典。,The school held a grand celebration ceremony.,Band7,3.2,5
情侣,qínglǚ,noun: romantic couple; lovers,那对情侣每天都会一起散步。,The couple goes for walks together every day.,Band7,Unknown,5
青蛙,qīngwā,noun: frog,小河边有很多青蛙。,There are many frogs by the river.,Band7,3.8,5
倾斜,qīngxié,verb/adjective: to tilt; slanted,那棵树因为大风而倾斜了。,That tree tilted because of the strong wind.,Band7,4.4,5
清新,qīngxīn,adjective: fresh; clean and refreshing,雨后的空气非常清新。,The air after the rain is very fresh.,Band7,3.5,5
情愿,qíngyuàn,verb: to be willing to; would rather,她情愿一个人加班，也不想把工作拖到明天。,She would rather work overtime alone than postpone the work to tomorrow.,Band7,6.4,5
亲近,qīnjìn,verb/adjective: to get close to; intimate,小孩子很喜欢亲近动物。,Children like getting close to animals.,Band7,3.3,5
勤快,qínkuài,adjective: hardworking; diligent,她是个非常勤快的人。,She is a very hardworking person.,Band7,3.3,5
勤劳,qínláo,adjective: hardworking; diligent,她是个非常勤劳的人。,She is a very hardworking person.,Band7,3.9,5
亲戚,qīnqi,noun: relative,过年时，亲戚们都会聚在一起吃饭聊天。,"During the New Year, relatives gather together to eat and chat.",Band7,Unknown,5
亲手,qīnshǒu,adverb: personally; with one’s own hands,她亲手做了这个蛋糕。,She personally made this cake.,Band7,3.1,5
期盼,qīpàn,verb/noun: to look forward to; expectation,孩子们都在期盼假期的到来。,The children are all looking forward to the holidays.,Band7,2.7,5
欺骗,qīpiàn,verb: to deceive; to cheat,你不应该欺骗别人。,You should not deceive others.,Band7,3.2,5
求救,qiújiù,verb: to call for help,他立刻向附近的人求救。,He immediately called for help from nearby people.,Band7,2.4,5
娶,qǔ,verb: for a man to marry; to take a wife,他打算明年娶她。,He plans to marry her next year.,Band7,Unknown,5
劝告,quàngào,verb: to advise; to urge / noun: advice,他没有听父母的劝告。,He did not listen to his parents’ advice.,Band7,2.3,5
拳头,quántou,noun: fist,他握紧了拳头。,He clenched his fists tightly.,Band7,3.6,5
去处,qùchù,noun: destination / place to go,这个周末还没安排好，有没有什么好去处推荐？,I haven't made plans for the weekend — do you have any good places to go?,Band7,6.4,5
取代,qǔdài,verb: to replace / to substitute,人工智能正逐渐取代一些传统的工作岗位。,AI is gradually replacing some traditional jobs.,Band7,5.2,5
忍饥挨饿,rěnjīáigè,idiom: to endure hunger,为了完成任务，他们忍饥挨饿坚持了好几天。,"To complete the mission, they endured hunger for several days.",Band7,8.5,5
人手,rénshǒu,noun: manpower / staff,现在正是装修旺季，工地非常缺人手。,"It’s the busy season for renovations, and the site is short on manpower.",Band7,Unknown,5
忍心,rěnxīn,verb: to have the heart to; to be willing to do something cruel,你怎么忍心骗他？,How could you bear to deceive him?,Band7,2.5,5
人行道,rénxíngdào,noun: sidewalk; pedestrian walkway,请不要在 人行道 上骑自行车。,Please do not ride bicycles on the sidewalk.,Band7,2.7,5
融化,rónghuà,verb: to melt; to soften emotionally,冰淇淋在太阳下很快融化了，而他的贴心举动也慢慢融化了她的心。,"The ice cream melted quickly under the sun, and his thoughtful actions also slowly softened her heart.",Band7,Unknown,5
柔软,róuruǎn,adjective: soft / flexible,这条毛毯特别柔软，盖起来非常舒服。,This blanket is especially soft and very comfortable to use.,Band7,5.5,5
入场,rùchǎng,verb / noun: to enter a venue / admission,入场前请出示门票并排队。,Please show your ticket and line up before entering.,Band7,6.1,5
散发,sànfā,"verb: to emit / to give off (light, smell, energy, etc.)",花朵散发出淡淡的香气，让人心情愉快。,The flowers give off a light fragrance that lifts your mood.,Band7,5.4,5
删除,shānchú,verb: to delete / to erase,请把重复的文件删除掉。,Please delete the duplicate files.,Band7,8.4,5
山顶,shāndǐng,noun: mountaintop,我们终于到达了山顶。,We finally reached the mountaintop.,Band7,3.7,5
盛开,shèngkāi,verb: to bloom fully; to blossom,花园里的花正在盛开。,The flowers in the garden are blooming beautifully.,Band7,3.8,5
深受,shēnshòu,"verb: to deeply receive (often used with influence, impact, etc.)",她的作品深受观众喜爱，也深受母亲去世的影响。,Her works are deeply loved by the audience and were also deeply affected by her mother’s death.,Band7,3.9,5
神仙,shénxiān,noun: immortal; fairy deity,传说中山里住着神仙。,Legend says immortals live in the mountains.,Band7,4.2,5
身影,shēnyǐng,noun: figure; silhouette,我远远地看见了他的身影。,I saw his figure from far away.,Band7,3.1,5
社团,shètuán,noun: club / student organization,她参加了三个社团，每天下课都很忙。,"She joined three clubs, so she's busy every day after class.",Band7,Unknown,5
实话,shíhuà,noun: the truth,说实话，我一点也不喜欢他那种态度。,"To tell the truth, I really don’t like his attitude.",Band7,Unknown,5
视力,shìlì,noun: eyesight; vision,长时间看手机会影响视力。,Looking at phones for too long affects eyesight.,Band7,3.8,5
视线,shìxiàn,noun: line of sight; view,高楼挡住了我的视线。,The tall building blocked my view.,Band7,3.4,5
视野,shìyě,noun: field of vision / perspective,旅行能开阔一个人的视野，让人看到不同的世界。,Travel broadens your perspective and lets you see different parts of the world.,Band7,7.15,5
手臂,shǒubì,noun: arm,他的手臂受伤了。,His arm was injured.,Band7,4.2,5
收缩,shōusuō,verb: to shrink / contract,气温下降后，材料会自然收缩。,"When the temperature drops, the material naturally contracts.",Band7,Unknown,5
手艺,shǒuyì,noun: craftsmanship / skill (esp. with hands),他做饭的手艺特别好，大家都抢着吃。,His cooking skills are amazing—everyone fights to eat his food.,Band7,Unknown,5
爽快,shuǎngkuài,adjective: straightforward; cheerful;爽快,他很爽快地答应了我的请求。,He readily agreed to my request.,Band7,3.6,5
水龙头,shuǐlóngtóu,noun: faucet / tap,洗完手后请关好水龙头。,Please turn off the faucet after washing your hands.,Band7,4.3,5
瞬间,shùnjiān,noun/adverb: instant / in an instant,灯一亮，房间在瞬间变得明亮起来。,"When the light turned on, the room became bright in an instant.",Band7,Unknown,5
顺着,shùnzhe,preposition/verb: along; following,你顺着这条路走就会看到车站。,"If you follow this road, you will see the station.",Band7,4.4,5
树枝,shùzhī,noun: branch; twig,地上掉满了树枝。,The ground is covered with branches.,Band7,3.7,5
私家车,sījiāchē,Private Car,在新加坡，拥有一辆私家车的成本很高,"In Singapore, the cost of owning a private car is very high",Band7,Unknown,5
随处可见,suíchùkějiàn,adverb: everywhere / anywhere,在城市里，随处可见环保宣传的标语。,"In the city, you can see environmental slogans everywhere.",Band7,Unknown,5
损坏,sǔnhuài,verb: to break / to damage (physically),请小心使用设备，以免损坏。,Please use the equipment carefully to avoid damage.,Band7,4.5,5
所属,suǒshǔ,verb/adjective: to belong to / affiliated with,请写上你的姓名和所属社团。,Please write your name and which club you belong to.,Band7,Unknown,5
所谓,suǒwèi,adjective: so-called / what is known as,所谓“天才”，其实也是靠努力换来的。,What people call “genius” is usually just the result of hard work.,Band7,Unknown,5
谈论,tánlùn,verb: to discuss; to talk about,他们正在谈论最近的新闻。,They are discussing the recent news.,Band7,2.5,5
探险,tànxiǎn,verb/noun: to explore; adventure,他喜欢去森林探险。,He likes going into forests for adventures.,Band7,2.5,5
逃避,táobì,verb: to avoid; to evade,遇到问题时不应该逃避。,One should not avoid problems when facing them.,Band7,3.1,5
特制,tèzhì,adjective/verb: specially made; custom-made,这是为你特制的蛋糕。,This is a specially made cake for you.,Band7,2.4,5
天鹅,tiāné,noun: swan,湖里有几只美丽的天鹅。,There are several beautiful swans in the lake.,Band7,2.1,5
天桥,tiānqiáo,noun: overhead bridge; pedestrian bridge,我们从天桥过马路吧。,Let’s cross the road using the overhead bridge.,Band7,2.6,5
填写,tiánxiě,verb: to fill in; to complete a form,请先填写这张表格。,Please fill in this form first.,Band7,2.4,5
提议,tíyì,"verb: to suggest / propose
noun: proposal / suggestion",我提议我们今天早点下班，这个提议大家都同意了。,"I suggested we get off work earlier today, and everyone agreed with the idea.",Band7,2.1,5
提早,tízǎo,verb/adverb: earlier; ahead of time,我们最好提早出发。,We had better leave earlier.,Band7,3.9,5
通风,tōngfēng,verb: to ventilate; ventilation,房间需要通风。,The room needs ventilation.,Band7,3.4,5
通告,tōnggào,noun/verb: notice; announcement,学校发出了新的通告。,The school issued a new announcement.,Band7,3.9,5
通往,tōngwǎng,verb: to lead to,这条路通往海边。,This road leads to the seaside.,Band7,3.5,5
头顶,tóudǐng,noun: top of the head / overhead,太阳正好在他头顶，晒得人睁不开眼。,"The sun was right overhead, making it hard to open one’s eyes.",Band7,4.6,5
推测,tuīcè,verb/noun: to speculate; speculation,我只能根据线索推测结果。,I can only speculate about the result based on the clues.,Band7,4.3,5
推断,tuīduàn,verb/noun: to infer; deduction,警察正在推断事情的经过。,The police are inferring what happened.,Band7,4.3,5
退缩,tuìsuō,verb: to shrink back; to back down,面对困难，我们不能退缩。,We cannot back down when facing difficulties.,Band7,2.7,5
突如其来,tūrúqílái,adjective: sudden; unexpected,这场突如其来的大雨打乱了原本的计划。,This sudden heavy rain disrupted the original plan.,Band7,Unknown,5
外表,wàibiǎo,noun: appearance,不能只看外表，他其实是个很温暖的人。,You can’t judge by appearance—he’s actually a very warm person.,Band7,3.7,5
完好,wánhǎo,adjective: intact; undamaged,这些古董保存得非常完好。,These antiques are preserved in excellent condition.,Band7,2.6,5
未免,wèimiǎn,adverb: rather; a bit too,你这样说话未免太直接了。,The way you speak is a bit too direct.,Band7,3.8,5
围墙,wéiqiáng,noun: surrounding wall; fence wall,学校外面有一道高高的围墙。,There is a tall wall around the school.,Band7,3.2,5
委屈,wěiqū,adjective/noun: wronged; grievance,她觉得很委屈，差点哭了。,She felt wronged and almost cried.,Band7,3.8,5
喂养,wèiyǎng,"verb: to feed and raise (used for pets, animals, infants)",他每天早上六点准时喂养狗狗。,He feeds his dog every morning at six sharp.,Band7,6.4,5
温柔,wēnróu,"adjective: gentle / soft (personality, tone, action)",他说话很温柔，让人不自觉就放松下来。,He speaks so gently that it naturally puts people at ease.,Band7,2.2,5
屋顶,wūdǐng,noun: rooftop; roof,小猫跳上了屋顶。,The kitten jumped onto the roof.,Band7,4.2,5
无力,wúlì,adjective: powerless; weak,他累得全身无力。,He was so tired that his whole body felt weak.,Band7,3.1,5
无意,wúyì,adjective/adverb: unintentionally; not intending to,我无意伤害你。,I did not mean to hurt you.,Band7,3.6,5
项链,xiàngliàn,noun: necklace,她戴着一条漂亮的项链。,She is wearing a beautiful necklace.,Band7,3.2,5
香味,xiāngwèi,noun: fragrance; aroma,厨房里传来香味。,A delicious aroma came from the kitchen.,Band7,4.2,5
鲜美,xiānměi,adjective: delicious and fresh,这碗汤的味道非常鲜美。,This soup tastes very fresh and delicious.,Band7,3.2,5
羡慕,xiànmù,verb: to envy / admire,我很羡慕她能自由地去旅行，但我也在努力存钱。,"I really envy her freedom to travel, but I’m working hard to save up too.",Band7,Unknown,5
嫌弃,xiánqì,verb: to dislike; to look down on,她从不嫌弃别人条件普通，反而更看重性格。,She never looks down on people for having ordinary circumstances and instead values personality more.,Band7,Unknown,5
小贩,xiǎofàn,noun: hawker; street vendor,小贩正在卖水果。,The hawker is selling fruits.,Band7,4.3,5
小溪,xiǎoxī,noun: brook; stream,一条小溪从村子旁边流过。,A small stream flows past the village.,Band7,3.8,5
心爱,xīnài,adjective: beloved; cherished,这是我最心爱的礼物。,This is my most cherished gift.,Band7,2.6,5
幸好,xìnghǎo,adverb: fortunately; luckily,幸好我们及时赶到了。,"Fortunately, we arrived in time.",Band7,2.7,5
兴建,xīngjiàn,verb: to build; to construct,政府准备兴建新的医院。,The government plans to build a new hospital.,Band7,3.4,5
猩猩,xīngxīng,noun: ape; orangutan/gorilla,动物园里的猩猩很聪明。,The ape in the zoo is very intelligent.,Band7,4.2,5
形影不离,xíngyǐngbùlí,idiom: inseparable (like body and shadow),他们两个是形影不离的好朋友，每天都在一起。,They’re inseparable best friends and spend every day together.,Band7,Unknown,5
新款,xīnkuǎn,noun: new model / latest version,这款新款包包设计时尚，颜色也很受欢迎。,This new model handbag has a stylish design and popular colors.,Band7,Unknown,5
心思,xīnsī,noun: thoughts; mind; intention,她完全没有心思工作。,She had absolutely no mood to work.,Band7,3.3,5
心意,xīnyì,noun: kindness; intention; heartfelt feeling,这是我的一点心意。,This is a small token of my appreciation.,Band7,3.3,5
吸取,xīqǔ,"verb: to absorb / to draw from (experience, lessons)",我们应该吸取过去的教训，避免重蹈覆辙。,We should draw lessons from the past to avoid repeating mistakes.,Band7,6.4,5
习俗,xísú,noun: custom; tradition,每个国家都有不同的习俗。,Every country has different customs.,Band7,3.8,5
羞愧,xiūkuì,adjective: ashamed / guilty,做错事后，他感到十分羞愧，不敢抬头。,He felt very ashamed after making a mistake and didn’t dare to lift his head.,Band7,Unknown,5
细心,xìxīn,adjective: careful; attentive; meticulous,他做事非常细心。,He is very careful when doing things.,Band7,2.3,5
选项,xuǎnxiàng,noun: option; choice,请从以下选项中选择答案。,Please choose the answer from the following options.,Band7,3.4,5
学业,xuéyè,noun: studies; schoolwork; academic work,他最近的学业压力很大。,He has been under a lot of academic pressure recently.,Band7,2.1,5
寻常,xúncháng,adjective: ordinary / common,今天只是个寻常的下午，但我却突然接到了一通特别的电话。,Today was just an ordinary afternoon — but I suddenly received a special call.,Band7,Unknown,5
养活,yǎnghuó,verb: to support; to provide for,他努力工作养活一家人。,He works hard to support his family.,Band7,3.4,5
炎热,yánrè,adjective: scorching hot; extremely hot,夏天的天气非常炎热。,The weather in summer is extremely hot.,Band7,2.1,5
眼神,yǎnshén,noun: expression in one’s eyes; gaze,她的眼神看起来很温柔。,Her gaze looks very gentle.,Band7,3.11,5
演戏,yǎnxì,verb: to act; to perform in a play,她从小就喜欢演戏。,She has liked acting since childhood.,Band7,2.5,5
摇摆,yáobǎi,verb: to sway; to swing,树枝在风中不停摇摆。,The branches kept swaying in the wind.,Band7,4.2,5
摇晃,yáohuàng,verb: to shake; to sway,船在海上不停地摇晃。,The boat kept swaying on the sea.,Band7,4.4,5
野兽,yěshòu,noun: wild beast,森林里可能有危险的野兽。,There may be dangerous wild beasts in the forest.,Band7,4.4,5
野外,yěwài,noun: the wild / outdoors,他们计划在野外露营一晚。,They plan to camp outdoors for one night.,Band7,5.2,5
一塌糊涂,yī tà hútú,idiom (adj): a complete mess / total chaos,考试没复习，结果考得一塌糊涂。,I didn’t study for the exam and ended up doing terribly.,Band7,Unknown,5
义工,yìgōng,noun: volunteer,很多义工来帮助老人。,Many volunteers came to help the elderly.,Band7,3.8,5
异口同声,yìkǒutóngshēng,idiom: to say the same thing in unison,大家异口同声地表示支持这个决定。,Everyone expressed support for the decision in unison.,Band7,4.1,5
一连串,yīliánchuàn,measure phrase: a series of; a string of,他提出了一连串的问题。,He raised a series of questions.,Band7,2.5,5
硬币,yìngbì,noun: coin,我口袋里有几枚硬币。,I have several coins in my pocket.,Band7,3.2,5
应付,yìngfù,verb: to deal with; to cope with,他能够应付各种困难。,He can handle all kinds of difficulties.,Band7,3.1,5
引诱,yǐnyòu,verb: to lure / tempt / seduce,他被引诱去参加那场非法比赛，事后非常后悔。,He was lured into joining the illegal race and deeply regretted it afterward.,Band7,Unknown,5
一事无成,yīshìwúchéng,verb phrase: to accomplish nothing,他整天玩游戏，几年过去了还是一事无成。,"He plays games all day—years have passed, and he’s accomplished nothing.",Band7,Unknown,5
一系列,yíxìliè,noun: a series of,我们将进行一系列测试来确保产品质量。,We’ll carry out a series of tests to ensure product quality.,Band7,2.6,5
一言不发,yīyánbùfā,idiom: not to say a single word,听完批评后，他一言不发地离开了会议室。,"After hearing the criticism, he left the meeting room without saying a word.",Band7,Unknown,5
用餐,yòngcān,verb: to dine; to have a meal,请在这里安静用餐。,Please dine quietly here.,Band7,3.9,5
用意,yòngyì,noun: intention; purpose,我明白你的用意。,I understand your intention.,Band7,3.9,5
游船,yóuchuán,noun: sightseeing boat; cruise boat,我们乘坐游船欣赏风景。,We took a sightseeing boat to enjoy the scenery.,Band7,3.1,5
友情,yǒuqíng,noun: friendship,他们之间的友情已经持续很多年了。,Their friendship has lasted for many years.,Band7,2.3,5
友善,yǒushàn,adjective: friendly; kind,他对每个人都很友善。,He is friendly to everyone.,Band7,3.9,5
有所,yǒusuǒ,"adverbial phrase: to have some, its usually combined with other words",最近他的中文水平有所提高。,His Chinese level has improved recently.,Band7,2.4,5
有意,yǒuyì,adjective/adverb: intentional; deliberately,他有意避开这个问题。,He deliberately avoided this issue.,Band7,3.1,5
原本,yuánběn,adverb/adjective: originally; original,我原本打算今天出门。,I originally planned to go out today.,Band7,3.3,5
圆形,yuánxíng,noun/adjective: circle; circular shape,这个桌子是圆形的。,This table is circular.,Band7,3.1,5
怨言,yuànyán,noun: complaint; grievance,虽然工作很辛苦，但他从没说过一句怨言。,"Although the work was tough, he never voiced a single complaint.",Band7,Unknown,5
孕妇,yùnfù,noun: pregnant woman,医院里有很多孕妇在等候。,Many pregnant women are waiting in the hospital.,Band7,4.4,5
语气,yǔqì,noun: tone (of voice or speech),他的语气听起来很不耐烦，像是在责怪我。,"His tone sounded impatient, like he was blaming me.",Band7,5.6,5
预算,yùsuàn,"noun: budget
verb: to budget",我们需要先做预算，才能知道钱该怎么花。,We need to make a budget first to know how to spend the money.,Band7,Unknown,5
欲望,yùwàng,noun: desire / craving,人一旦被欲望控制，就很容易迷失方向。,"Once someone is controlled by desire, it’s easy to lose direction.",Band7,Unknown,5
在意,zàiyì,verb: to care about; to mind,我不太在意别人怎么说。,I do not really care what others say.,Band7,3.1,5
赞美,zànměi,verb/noun: to praise; praise,老师赞美了她的努力。,The teacher praised her hard work.,Band7,3.8,5
赞许,zànxǔ,verb/noun: to praise; approval,老师赞许地点了点头。,The teacher nodded in approval.,Band7,2.7,5
赞扬,zànyáng,verb: to praise / to commend,他的勇敢行为受到了大家的赞扬。,His brave actions received praise from everyone.,Band7,3.2,5
责备,zébèi,verb: to blame / reproach,他没有责备我迟到，反而关心我是不是遇到麻烦了。,"He didn’t blame me for being late—instead, he asked if I was okay.",Band7,5.4,5
责怪,zéguài,verb: to blame,请不要责怪他。,Please do not blame him.,Band7,3.1,5
增添,zēngtiān,"verb: to add / increase (usually emotions, atmosphere, not quantity)",新画作为房间增添了一份艺术气息。,The new painting added a touch of artistic feel to the room.,Band7,2.2,5
债务,zhàiwù,noun: debt / liability,他因为投资失败而背上了巨额债务。,He fell into massive debt after a failed investment.,Band7,Unknown,5
展出,zhǎnchū,verb: to exhibit; to display,博物馆正在展出古代文物。,The museum is exhibiting ancient artifacts.,Band7,3.1,5
长辈,zhǎngbèi,noun: elder / senior (in age or position),我们应该尊重和关心家里的长辈。,We should respect and care for the elders in our family.,Band7,3.7,5
张贴,zhāngtiē,verb: to post; to put up,学校门口张贴了新通知。,A new notice was posted at the school entrance.,Band7,3.11,5
招待,zhāodài,verb: to receive guests; to entertain,他们热情地招待了我们。,They warmly entertained us.,Band7,3.1,5
着迷,zháomí,verb: to be fascinated; obsessed with,他最近对摄影很着迷。,He has recently become fascinated with photography.,Band7,3.3,5
招收,zhāoshōu,verb: to recruit; to enroll,学校今年开始招收新生。,The school has started enrolling new students this year.,Band7,3.5,5
眨眼,zhǎyǎn,verb: to blink,她不停地眨眼。,She kept blinking.,Band7,4.2,5
珍藏,zhēncáng,verb/noun: to treasure; treasured collection,这是他珍藏多年的照片。,This is a photo he has treasured for many years.,Band7,3.1,5
争吵,zhēngchǎo,verb: to quarrel; to argue / noun: quarrel,他们因为一点小事争吵了起来。,They started arguing over a small matter.,Band7,2.1,5
争光,zhēngguāng,verb: to win honor; to bring glory,他为学校争光了。,He brought honor to the school.,Band7,3.5,5
整洁,zhěngjié,adjective: neat; tidy; clean,这个房间非常整洁。,This room is very neat and tidy.,Band7,3.1,5
诊所,zhěnsuǒ,noun: clinic,他去附近的诊所看病。,He went to a nearby clinic to see a doctor.,Band7,2.6,5
指点,zhǐdiǎn,verb: to give advice; to point out,老师耐心地指点我们。,The teacher patiently guided us.,Band7,3.4,5
直觉,zhíjué,noun: intuition / instinct,我没证据，但直觉告诉我他在撒谎。,"I have no proof, but my intuition says he’s lying.",Band7,Unknown,5
值钱,zhíqián,adjective: valuable; worth money,这幅画非常值钱。,This painting is very valuable.,Band7,2.4,5
指引,zhǐyǐn,verb/noun: to guide; guidance,路牌可以指引游客方向。,Road signs can guide tourists.,Band7,3.3,5
众人,zhòngrén,noun: everyone; the crowd,众人都被他的演讲感动了。,Everyone was moved by his speech.,Band7,3.6,5
捉迷藏,zhuōmícáng,verb/noun: to play hide-and-seek,小朋友们正在玩捉迷藏。,The children are playing hide-and-seek.,Band7,3.7,5
着想,zhuóxiǎng,verb: to consider (for someone/something),你应该为父母着想。,You should think for your parents’ sake.,Band7,3.1,5
自私,zìsī,adjective: selfish,他只考虑自己，太自私了。,He only thinks about himself and is too selfish.,Band7,2.5,5
姿态,zītài,noun: posture / attitude (also metaphorically),她跳舞的姿态优雅，态度也很自信。,"Her dance posture is elegant, and her attitude is full of confidence.",Band7,8.4,5
阻挡,zǔdǎng,verb: to block / to obstruct,没人能阻挡他前进的决心。,No one can block his determination to move forward.,Band7,7.2,5
嘴唇,zuǐchún,noun: lips,她的嘴唇因为太干裂开了。,Her lips cracked because they were too dry.,Band7,2.6,5
阻拦,zǔlán,verb: to stop; to block; to prevent,没有人能阻拦他离开。,Nobody could stop him from leaving.,Band7,2.7,5
暗淡无光,àndàn wú guāng,idiom: dim and dull / without light or hope,夜空中乌云密布，星星暗淡无光。,"The night sky was full of clouds, and the stars were dim and dull.",Unknown,Unknown,5
按捺/按耐,ànnà/ ànnài,verb: to restrain / hold back (emotions),他强忍情绪，努力按耐住内心的愤怒。,"He restrained himself, struggling to hold back his anger.",Unknown,Unknown,5
把持,bǎchí,"verb: to hold firmly
verb: to control; to dominate",他一手把持方向盘，一手把持公司大权，显得十分强势。,"He held the steering wheel with one hand and controlled the company’s power with the other, appearing very forceful.",Unknown,Unknown,5
八方,bāfāng,noun: all directions; everywhere,游客从八方来到这里。,Tourists come here from all directions.,Unknown,3.2,5
白费,báifèi,verb: to waste (effort); to be in vain,如果现在放弃，之前的努力就全都白费了。,"If you give up now, all your previous efforts will be wasted.",Unknown,7.15,5
班花,bānhuā,noun: class beauty; prettiest girl in a class,她以前是我们班的班花。,She used to be the beauty of our class.,Unknown,Unknown,5
斑马,bānmǎ,noun: zebra,动物园里有几只斑马。,There are several zebras in the zoo.,Unknown,3.8,5
搬运,bānyùn,verb: to carry; to transport,工人们正在搬运货物。,The workers are transporting goods.,Unknown,3.2,5
报馆,bàoguǎn,noun: newspaper office / publishing house,他大学毕业后就进入了一家知名报馆工作。,He started working at a well-known newspaper office after graduating.,Unknown,7.15,5
靶心,bǎxīn,noun: bullseye / center of a target,她一箭射中靶心，全场都鼓掌了。,She hit the bullseye with one shot and got a round of applause.,Unknown,Unknown,5
被罚,bèifá,verb: to be punished; to be fined,他因为迟到而被罚。,He was punished for being late.,Unknown,3.1,5
卑微,bēiwēi,adjective: lowly / humble (often emotionally),他在感情中总是表现得很__，什么都迁就对方。,"He always acts humbly in the relationship, constantly accommodating the other person.",Unknown,Unknown,5
背影,bèiyǐng,noun: back view; silhouette from behind,我远远地看着他的背影。,I watched his figure from behind at a distance.,Unknown,3.5,5
奔走,bēnzǒu,verb: to rush about; to run around,他为了这件事四处奔走。,He ran around everywhere for this matter.,Unknown,3.11,5
标点,biāodiǎn,noun: punctuation,写作文时要注意标点。,Pay attention to punctuation when writing essays.,Unknown,4.3,5
表示,biǎoshì,"To Express
Usage: Use this when you are ""showing"" or ""indicating"" something, often through a gesture, an official statement, or a specific action. It can also mean ""to represent.""",他表示了他的担忧,He expressed his concern,Unknown,1.3,5
避开,bìkāi,verb: to avoid; to steer clear of,我们最好避开高峰时间。,We’d better avoid rush hour.,Unknown,2.6,5
鼻孔,bíkǒng,noun: nostril,天气太冷时，他的鼻孔都红了。,His nostrils turned red when the weather became too cold.,Unknown,4.4,5
病假,bìngjià,noun: sick leave,他今天请了病假。,He took sick leave today.,Unknown,2.4,5
冰块,bīngkuài,noun: ice cube; chunk of ice,杯子里放了几块冰块。,Several ice cubes were placed in the cup.,Unknown,4.4,5
病重,bìngzhòng,adjective: seriously ill,听说爷爷病重，全家人立刻赶回了家。,"Hearing that their grandfather was seriously ill, the whole family rushed home.",Unknown,Unknown,5
宾客,bīnkè,noun: guests; visitors,宾客们陆续到达会场。,The guests gradually arrived at the venue.,Unknown,3.4,5
播客,bōkè,noun: podcast,我每天走路时都会听中文播客练听力。,I listen to Chinese podcasts while walking every day to improve listening.,Unknown,Unknown,5
